_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-08-13,08/13/2025,1.41039,JOD,USD
2025-08-13,08/13/2025,5.29296,JOD,SAR
2025-08-13,08/13/2025,1.20808,JOD,EUR
2025-08-13,08/13/2025,208.51583,JOD,JPY
2025-08-13,08/13/2025,5.18042,JOD,AED
2025-08-13,08/13/2025,2.16041,JOD,AUD
2025-08-13,08/13/2025,1.04473,JOD,GBP
2025-08-13,08/13/2025,123.55873,JOD,INR
2025-08-13,08/13/2025,68.33129,JOD,EGP
2025-08-13,08/13/2025,1.9426,JOD,CAD
2025-08-13,08/13/2025,59412.55936,JOD,IRR
2025-08-13,08/13/2025,24.92111,JOD,SZL
2025-08-13,08/13/2025,5.13451,JOD,QAR
2025-08-13,08/13/2025,1.1377,JOD,CHF
2025-08-13,08/13/2025,13.46348,JOD,SEK
2025-08-13,08/13/2025,0.54229,JOD,OMR
2025-08-13,08/13/2025,0.43082,JOD,KWD
2025-08-13,08/13/2025,24.81565,JOD,ZAR
2025-08-13,08/13/2025,10.12545,JOD,CNY
2025-08-13,08/13/2025,57.48908,JOD,TRY
2025-08-13,08/13/2025,9.01632,JOD,DKK
2025-08-13,08/13/2025,45.71008,JOD,thb
2025-08-13,08/13/2025,0.53168,JOD,BHD
2025-08-13,08/13/2025,2.36939,JOD,NZD
2025-08-13,08/13/2025,126300.17014,JOD,LBP
2025-08-13,08/13/2025,1847.60718,JOD,IQD
2025-08-13,08/13/2025,0.70903,USD,JOD
2025-08-13,08/13/2025,3.75284,USD,SAR
2025-08-13,08/13/2025,0.85656,USD,EUR
2025-08-13,08/13/2025,147.84297,USD,JPY
2025-08-13,08/13/2025,3.67305,USD,AED
2025-08-13,08/13/2025,1.53179,USD,AUD
2025-08-13,08/13/2025,0.74074,USD,GBP
2025-08-13,08/13/2025,87.60625,USD,INR
2025-08-13,08/13/2025,48.4486,USD,EGP
2025-08-13,08/13/2025,1.37736,USD,CAD
2025-08-13,08/13/2025,42125.00009,USD,IRR
2025-08-13,08/13/2025,17.6697,USD,SZL
2025-08-13,08/13/2025,3.6405,USD,QAR
2025-08-13,08/13/2025,0.80666,USD,CHF
2025-08-13,08/13/2025,9.54595,USD,SEK
2025-08-13,08/13/2025,0.3845,USD,OMR
2025-08-13,08/13/2025,0.30546,USD,KWD
2025-08-13,08/13/2025,17.59492,USD,ZAR
2025-08-13,08/13/2025,7.1792,USD,CNY
2025-08-13,08/13/2025,40.7612,USD,TRY
2025-08-13,08/13/2025,6.3928,USD,DKK
2025-08-13,08/13/2025,32.4096,USD,thb
2025-08-13,08/13/2025,0.37698,USD,BHD
2025-08-13,08/13/2025,1.67996,USD,NZD
2025-08-13,08/13/2025,89549.99981,USD,LBP
2025-08-13,08/13/2025,1310.0,USD,IQD
2025-08-13,08/13/2025,0.18893,SAR,JOD
2025-08-13,08/13/2025,0.26647,SAR,USD
2025-08-13,08/13/2025,0.22824,SAR,EUR
2025-08-13,08/13/2025,39.39491,SAR,JPY
2025-08-13,08/13/2025,0.97874,SAR,AED
2025-08-13,08/13/2025,0.40817,SAR,AUD
2025-08-13,08/13/2025,0.19738,SAR,GBP
2025-08-13,08/13/2025,23.34396,SAR,INR
2025-08-13,08/13/2025,12.90984,SAR,EGP
2025-08-13,08/13/2025,0.36702,SAR,CAD
2025-08-13,08/13/2025,11224.82016,SAR,IRR
2025-08-13,08/13/2025,4.70835,SAR,SZL
2025-08-13,08/13/2025,0.97006,SAR,QAR
2025-08-13,08/13/2025,0.21495,SAR,CHF
2025-08-13,08/13/2025,2.54366,SAR,SEK
2025-08-13,08/13/2025,0.10246,SAR,OMR
2025-08-13,08/13/2025,0.08139,SAR,KWD
2025-08-13,08/13/2025,4.68842,SAR,ZAR
2025-08-13,08/13/2025,1.913,SAR,CNY
2025-08-13,08/13/2025,10.86142,SAR,TRY
2025-08-13,08/13/2025,1.70345,SAR,DKK
2025-08-13,08/13/2025,8.63601,SAR,thb
2025-08-13,08/13/2025,0.10045,SAR,BHD
2025-08-13,08/13/2025,0.44765,SAR,NZD
2025-08-13,08/13/2025,23861.90246,SAR,LBP
2025-08-13,08/13/2025,349.06859,SAR,IQD
2025-08-13,08/13/2025,0.82776,EUR,JOD
2025-08-13,08/13/2025,1.16746,EUR,USD
2025-08-13,08/13/2025,4.3813,EUR,SAR
2025-08-13,08/13/2025,172.60088,EUR,JPY
2025-08-13,08/13/2025,4.28814,EUR,AED
2025-08-13,08/13/2025,1.7883,EUR,AUD
2025-08-13,08/13/2025,0.86479,EUR,GBP
2025-08-13,08/13/2025,102.27687,EUR,INR
2025-08-13,08/13/2025,56.56185,EUR,EGP
2025-08-13,08/13/2025,1.60801,EUR,CAD
2025-08-13,08/13/2025,49179.28788,EUR,IRR
2025-08-13,08/13/2025,20.62868,EUR,SZL
2025-08-13,08/13/2025,4.25014,EUR,QAR
2025-08-13,08/13/2025,0.94174,EUR,CHF
2025-08-13,08/13/2025,11.14452,EUR,SEK
2025-08-13,08/13/2025,0.44889,EUR,OMR
2025-08-13,08/13/2025,0.35661,EUR,KWD
2025-08-13,08/13/2025,20.54138,EUR,ZAR
2025-08-13,08/13/2025,8.38144,EUR,CNY
2025-08-13,08/13/2025,47.58711,EUR,TRY
2025-08-13,08/13/2025,7.46334,EUR,DKK
2025-08-13,08/13/2025,37.83694,EUR,thb
2025-08-13,08/13/2025,0.44011,EUR,BHD
2025-08-13,08/13/2025,1.96128,EUR,NZD
2025-08-13,08/13/2025,104546.11775,EUR,LBP
2025-08-13,08/13/2025,1529.3737,EUR,IQD
2025-08-13,08/13/2025,0.0048,JPY,JOD
2025-08-13,08/13/2025,0.00676,JPY,USD
2025-08-13,08/13/2025,0.02538,JPY,SAR
2025-08-13,08/13/2025,0.00579,JPY,EUR
2025-08-13,08/13/2025,0.02484,JPY,AED
2025-08-13,08/13/2025,0.01036,JPY,AUD
2025-08-13,08/13/2025,0.00501,JPY,GBP
2025-08-13,08/13/2025,0.59256,JPY,INR
2025-08-13,08/13/2025,0.3277,JPY,EGP
2025-08-13,08/13/2025,0.00932,JPY,CAD
2025-08-13,08/13/2025,284.93069,JPY,IRR
2025-08-13,08/13/2025,0.11952,JPY,SZL
2025-08-13,08/13/2025,0.02462,JPY,QAR
2025-08-13,08/13/2025,0.00546,JPY,CHF
2025-08-13,08/13/2025,0.06457,JPY,SEK
2025-08-13,08/13/2025,0.0026,JPY,OMR
2025-08-13,08/13/2025,0.00207,JPY,KWD
2025-08-13,08/13/2025,0.11901,JPY,ZAR
2025-08-13,08/13/2025,0.04856,JPY,CNY
2025-08-13,08/13/2025,0.27571,JPY,TRY
2025-08-13,08/13/2025,0.04324,JPY,DKK
2025-08-13,08/13/2025,0.21922,JPY,thb
2025-08-13,08/13/2025,0.00255,JPY,BHD
2025-08-13,08/13/2025,0.01136,JPY,NZD
2025-08-13,08/13/2025,605.71023,JPY,LBP
2025-08-13,08/13/2025,8.86075,JPY,IQD
2025-08-13,08/13/2025,0.19304,AED,JOD
2025-08-13,08/13/2025,0.27225,AED,USD
2025-08-13,08/13/2025,1.02173,AED,SAR
2025-08-13,08/13/2025,0.2332,AED,EUR
2025-08-13,08/13/2025,40.25078,AED,JPY
2025-08-13,08/13/2025,0.41703,AED,AUD
2025-08-13,08/13/2025,0.20167,AED,GBP
2025-08-13,08/13/2025,23.85112,AED,INR
2025-08-13,08/13/2025,13.19031,AED,EGP
2025-08-13,08/13/2025,0.37499,AED,CAD
2025-08-13,08/13/2025,11468.68363,AED,IRR
2025-08-13,08/13/2025,4.81064,AED,SZL
2025-08-13,08/13/2025,0.99114,AED,QAR
2025-08-13,08/13/2025,0.21962,AED,CHF
2025-08-13,08/13/2025,2.59892,AED,SEK
2025-08-13,08/13/2025,0.10468,AED,OMR
2025-08-13,08/13/2025,0.08316,AED,KWD
2025-08-13,08/13/2025,4.79028,AED,ZAR
2025-08-13,08/13/2025,1.95456,AED,CNY
2025-08-13,08/13/2025,11.09739,AED,TRY
2025-08-13,08/13/2025,1.74046,AED,DKK
2025-08-13,08/13/2025,8.82363,AED,thb
2025-08-13,08/13/2025,0.10263,AED,BHD
2025-08-13,08/13/2025,0.45737,AED,NZD
2025-08-13,08/13/2025,24380.31132,AED,LBP
2025-08-13,08/13/2025,356.65224,AED,IQD
2025-08-13,08/13/2025,0.46288,AUD,JOD
2025-08-13,08/13/2025,0.65283,AUD,USD
2025-08-13,08/13/2025,2.44998,AUD,SAR
2025-08-13,08/13/2025,0.55919,AUD,EUR
2025-08-13,08/13/2025,96.51679,AUD,JPY
2025-08-13,08/13/2025,2.39789,AUD,AED
2025-08-13,08/13/2025,0.48358,AUD,GBP
2025-08-13,08/13/2025,57.19226,AUD,INR
2025-08-13,08/13/2025,31.62885,AUD,EGP
2025-08-13,08/13/2025,0.89918,AUD,CAD
2025-08-13,08/13/2025,27500.59577,AUD,IRR
2025-08-13,08/13/2025,11.53536,AUD,SZL
2025-08-13,08/13/2025,2.37664,AUD,QAR
2025-08-13,08/13/2025,0.52661,AUD,CHF
2025-08-13,08/13/2025,6.23191,AUD,SEK
2025-08-13,08/13/2025,0.25101,AUD,OMR
2025-08-13,08/13/2025,0.19941,AUD,KWD
2025-08-13,08/13/2025,11.48655,AUD,ZAR
2025-08-13,08/13/2025,4.68682,AUD,CNY
2025-08-13,08/13/2025,26.61026,AUD,TRY
2025-08-13,08/13/2025,4.17343,AUD,DKK
2025-08-13,08/13/2025,21.15806,AUD,thb
2025-08-13,08/13/2025,0.2461,AUD,BHD
2025-08-13,08/13/2025,1.09673,AUD,NZD
2025-08-13,08/13/2025,58461.2069,AUD,LBP
2025-08-13,08/13/2025,855.2114,AUD,IQD
2025-08-13,08/13/2025,0.95718,GBP,JOD
2025-08-13,08/13/2025,1.35,GBP,USD
2025-08-13,08/13/2025,5.06634,GBP,SAR
2025-08-13,08/13/2025,1.15636,GBP,EUR
2025-08-13,08/13/2025,199.58801,GBP,JPY
2025-08-13,08/13/2025,4.95861,GBP,AED
2025-08-13,08/13/2025,2.06791,GBP,AUD
2025-08-13,08/13/2025,118.26844,GBP,INR
2025-08-13,08/13/2025,65.40561,GBP,EGP
2025-08-13,08/13/2025,1.85943,GBP,CAD
2025-08-13,08/13/2025,56868.75013,GBP,IRR
2025-08-13,08/13/2025,23.85409,GBP,SZL
2025-08-13,08/13/2025,4.91467,GBP,QAR
2025-08-13,08/13/2025,1.08899,GBP,CHF
2025-08-13,08/13/2025,12.88703,GBP,SEK
2025-08-13,08/13/2025,0.51907,GBP,OMR
2025-08-13,08/13/2025,0.41237,GBP,KWD
2025-08-13,08/13/2025,23.75314,GBP,ZAR
2025-08-13,08/13/2025,9.69192,GBP,CNY
2025-08-13,08/13/2025,55.02762,GBP,TRY
2025-08-13,08/13/2025,8.63028,GBP,DKK
2025-08-13,08/13/2025,43.75296,GBP,thb
2025-08-13,08/13/2025,0.50892,GBP,BHD
