_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-12,07/12/2025,1.41036,JOD,USD,JOD,USD
2025-07-12,07/12/2025,5.28949,JOD,SAR,JOD,SAR
2025-07-12,07/12/2025,1.20643,JOD,EUR,JOD,EUR
2025-07-12,07/12/2025,207.90947,JOD,JPY,JOD,JPY
2025-07-12,07/12/2025,5.18031,JOD,AED,JOD,AED
2025-07-12,07/12/2025,1.04487,JOD,GBP,JOD,GBP
2025-07-12,07/12/2025,5.13456,JOD,QAR,JOD,QAR
2025-07-12,07/12/2025,1.123,JOD,CHF,JOD,CHF
2025-07-12,07/12/2025,1847.56971,JOD,IQD,JOD,IQD
2025-07-12,07/12/2025,0.70904,USD,JOD,USD,JOD
2025-07-12,07/12/2025,3.75045,USD,SAR,USD,SAR
2025-07-12,07/12/2025,0.8554,USD,EUR,USD,EUR
2025-07-12,07/12/2025,3.67304,USD,AED,USD,AED
2025-07-12,07/12/2025,0.74085,USD,GBP,USD,GBP
2025-07-12,07/12/2025,85.8215,USD,INR,USD,INR
2025-07-12,07/12/2025,49.48998,USD,EGP,USD,EGP
2025-07-12,07/12/2025,3.6406,USD,QAR,USD,QAR
2025-07-12,07/12/2025,17.9319,USD,ZAR,USD,ZAR
2025-07-12,07/12/2025,40.1658,USD,TRY,USD,TRY
2025-07-12,07/12/2025,1310.0,USD,IQD,USD,IQD
2025-07-12,07/12/2025,0.18905,SAR,JOD,SAR,JOD
2025-07-12,07/12/2025,0.26663,SAR,USD,SAR,USD
2025-07-12,07/12/2025,0.22808,SAR,EUR,SAR,EUR
2025-07-12,07/12/2025,39.30618,SAR,JPY,SAR,JPY
2025-07-12,07/12/2025,0.97936,SAR,AED,SAR,AED
2025-07-12,07/12/2025,0.40534,SAR,AUD,SAR,AUD
2025-07-12,07/12/2025,0.19754,SAR,GBP,SAR,GBP
2025-07-12,07/12/2025,22.88296,SAR,INR,SAR,INR
2025-07-12,07/12/2025,13.19573,SAR,EGP,SAR,EGP
2025-07-12,07/12/2025,0.36528,SAR,CAD,SAR,CAD
2025-07-12,07/12/2025,0.97071,SAR,QAR,SAR,QAR
2025-07-12,07/12/2025,0.21231,SAR,CHF,SAR,CHF
2025-07-12,07/12/2025,2.54921,SAR,SEK,SAR,SEK
2025-07-12,07/12/2025,0.10252,SAR,OMR,SAR,OMR
2025-07-12,07/12/2025,0.08153,SAR,KWD,SAR,KWD
2025-07-12,07/12/2025,4.78126,SAR,ZAR,SAR,ZAR
2025-07-12,07/12/2025,1.91138,SAR,CNY,SAR,CNY
2025-07-12,07/12/2025,10.70958,SAR,TRY,SAR,TRY
2025-07-12,07/12/2025,1.70189,SAR,DKK,SAR,DKK
2025-07-12,07/12/2025,8.65238,SAR,thb,SAR,THB
2025-07-12,07/12/2025,0.44373,SAR,NZD,SAR,NZD
2025-07-12,07/12/2025,349.29101,SAR,IQD,SAR,IQD
2025-07-12,07/12/2025,0.82889,EUR,JOD,EUR,JOD
2025-07-12,07/12/2025,1.16904,EUR,USD,EUR,USD
2025-07-12,07/12/2025,4.38442,EUR,SAR,EUR,SAR
2025-07-12,07/12/2025,4.29393,EUR,AED,EUR,AED
2025-07-12,07/12/2025,0.86608,EUR,GBP,EUR,GBP
2025-07-12,07/12/2025,100.32861,EUR,INR,EUR,INR
