_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-10,07/10/2025,1.41052,JOD,USD,JOD,USD
2025-07-10,07/10/2025,5.29052,JOD,SAR,JOD,SAR
2025-07-10,07/10/2025,1.20305,JOD,EUR,JOD,EUR
2025-07-10,07/10/2025,206.28872,JOD,JPY,JOD,JPY
2025-07-10,07/10/2025,5.18014,JOD,AED,JOD,AED
2025-07-10,07/10/2025,1.03784,JOD,GBP,JOD,GBP
2025-07-10,07/10/2025,5.13514,JOD,QAR,JOD,QAR
2025-07-10,07/10/2025,1.11947,JOD,CHF,JOD,CHF
2025-07-10,07/10/2025,1847.78184,JOD,IQD,JOD,IQD
2025-07-10,07/10/2025,0.70896,USD,JOD,USD,JOD
2025-07-10,07/10/2025,3.75076,USD,SAR,USD,SAR
2025-07-10,07/10/2025,0.85292,USD,EUR,USD,EUR
2025-07-10,07/10/2025,3.6725,USD,AED,USD,AED
2025-07-10,07/10/2025,0.73579,USD,GBP,USD,GBP
2025-07-10,07/10/2025,85.72405,USD,INR,USD,INR
2025-07-10,07/10/2025,49.60958,USD,EGP,USD,EGP
2025-07-10,07/10/2025,3.6406,USD,QAR,USD,QAR
2025-07-10,07/10/2025,17.80235,USD,ZAR,USD,ZAR
2025-07-10,07/10/2025,40.0478,USD,TRY,USD,TRY
2025-07-10,07/10/2025,1310.0,USD,IQD,USD,IQD
2025-07-10,07/10/2025,0.18902,SAR,JOD,SAR,JOD
2025-07-10,07/10/2025,0.26661,SAR,USD,SAR,USD
2025-07-10,07/10/2025,0.2274,SAR,EUR,SAR,EUR
2025-07-10,07/10/2025,38.99216,SAR,JPY,SAR,JPY
2025-07-10,07/10/2025,0.97914,SAR,AED,SAR,AED
2025-07-10,07/10/2025,0.40778,SAR,AUD,SAR,AUD
2025-07-10,07/10/2025,0.19617,SAR,GBP,SAR,GBP
2025-07-10,07/10/2025,22.85514,SAR,INR,SAR,INR
2025-07-10,07/10/2025,13.22656,SAR,EGP,SAR,EGP
2025-07-10,07/10/2025,0.36486,SAR,CAD,SAR,CAD
2025-07-10,07/10/2025,0.97063,SAR,QAR,SAR,QAR
2025-07-10,07/10/2025,0.2116,SAR,CHF,SAR,CHF
2025-07-10,07/10/2025,2.53568,SAR,SEK,SAR,SEK
2025-07-10,07/10/2025,0.10247,SAR,OMR,SAR,OMR
2025-07-10,07/10/2025,0.08141,SAR,KWD,SAR,KWD
2025-07-10,07/10/2025,4.74634,SAR,ZAR,SAR,ZAR
2025-07-10,07/10/2025,1.91435,SAR,CNY,SAR,CNY
2025-07-10,07/10/2025,10.67726,SAR,TRY,SAR,TRY
2025-07-10,07/10/2025,1.69664,SAR,DKK,SAR,DKK
2025-07-10,07/10/2025,8.70763,SAR,thb,SAR,THB
2025-07-10,07/10/2025,0.44411,SAR,NZD,SAR,NZD
2025-07-10,07/10/2025,349.26293,SAR,IQD,SAR,IQD
2025-07-10,07/10/2025,0.83122,EUR,JOD,EUR,JOD
2025-07-10,07/10/2025,1.17245,EUR,USD,EUR,USD
2025-07-10,07/10/2025,4.39757,EUR,SAR,EUR,SAR
2025-07-10,07/10/2025,4.30582,EUR,AED,EUR,AED
2025-07-10,07/10/2025,0.86267,EUR,GBP,EUR,GBP
2025-07-10,07/10/2025,100.50714,EUR,INR,EUR,INR
2025-07-10,07/10/2025,58.16474,EUR,EGP,EUR,EGP
2025-07-10,07/10/2025,4.26842,EUR,QAR,EUR,QAR
2025-07-10,07/10/2025,0.93053,EUR,CHF,EUR,CHF
2025-07-10,07/10/2025,20.87236,EUR,ZAR,EUR,ZAR
2025-07-10,07/10/2025,46.95404,EUR,TRY,EUR,TRY
2025-07-10,07/10/2025,1535.90921,EUR,IQD,EUR,IQD
2025-07-10,07/10/2025,0.00684,JPY,USD,JPY,USD
2025-07-10,07/10/2025,0.02565,JPY,SAR,JPY,SAR
2025-07-10,07/10/2025,0.00583,JPY,EUR,JPY,EUR
2025-07-10,07/10/2025,0.02511,JPY,AED,JPY,AED
2025-07-10,07/10/2025,0.00503,JPY,GBP,JPY,GBP
2025-07-10,07/10/2025,0.33921,JPY,EGP,JPY,EGP
2025-07-10,07/10/2025,0.02489,JPY,QAR,JPY,QAR
2025-07-10,07/10/2025,0.19305,AED,JOD,AED,JOD
2025-07-10,07/10/2025,0.27229,AED,USD,AED,USD
2025-07-10,07/10/2025,1.02131,AED,SAR,AED,SAR
2025-07-10,07/10/2025,0.23224,AED,EUR,AED,EUR
2025-07-10,07/10/2025,39.82302,AED,JPY,AED,JPY
2025-07-10,07/10/2025,0.41647,AED,AUD,AED,AUD
2025-07-10,07/10/2025,0.20035,AED,GBP,AED,GBP
2025-07-10,07/10/2025,23.34215,AED,INR,AED,INR
2025-07-10,07/10/2025,13.50839,AED,EGP,AED,EGP
2025-07-10,07/10/2025,0.37264,AED,CAD,AED,CAD
2025-07-10,07/10/2025,0.99131,AED,QAR,AED,QAR
2025-07-10,07/10/2025,0.21611,AED,CHF,AED,CHF
2025-07-10,07/10/2025,2.58971,AED,SEK,AED,SEK
2025-07-10,07/10/2025,0.10465,AED,OMR,AED,OMR
