_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-08-04,08/04/2025,1.41053,JOD,USD
2025-08-04,08/04/2025,5.29119,JOD,SAR
2025-08-04,08/04/2025,1.21681,JOD,EUR
2025-08-04,08/04/2025,207.65661,JOD,JPY
2025-08-04,08/04/2025,5.18085,JOD,AED
2025-08-04,08/04/2025,2.18034,JOD,AUD
2025-08-04,08/04/2025,1.0618,JOD,GBP
2025-08-04,08/04/2025,123.06268,JOD,INR
2025-08-04,08/04/2025,68.18633,JOD,EGP
2025-08-04,08/04/2025,1.94499,JOD,CAD
2025-08-04,08/04/2025,59401.08197,JOD,IRR
2025-08-04,08/04/2025,25.43353,JOD,SZL
2025-08-04,08/04/2025,5.04983,JOD,QAR
2025-08-04,08/04/2025,1.13413,JOD,CHF
2025-08-04,08/04/2025,13.61694,JOD,SEK
2025-08-04,08/04/2025,0.53866,JOD,OMR
2025-08-04,08/04/2025,0.43059,JOD,KWD
2025-08-04,08/04/2025,25.4503,JOD,ZAR
2025-08-04,08/04/2025,10.17249,JOD,CNY
2025-08-04,08/04/2025,57.39111,JOD,TRY
2025-08-04,08/04/2025,9.08167,JOD,DKK
2025-08-04,08/04/2025,45.79085,JOD,thb
2025-08-04,08/04/2025,0.52817,JOD,BHD
2025-08-04,08/04/2025,2.38312,JOD,NZD
2025-08-04,08/04/2025,124447.00173,JOD,LBP
2025-08-04,08/04/2025,1819.3757,JOD,IQD
2025-08-04,08/04/2025,0.70895,USD,JOD
2025-08-04,08/04/2025,3.7512,USD,SAR
2025-08-04,08/04/2025,0.86266,USD,EUR
2025-08-04,08/04/2025,147.2185,USD,JPY
2025-08-04,08/04/2025,3.67298,USD,AED
2025-08-04,08/04/2025,1.54576,USD,AUD
2025-08-04,08/04/2025,0.75277,USD,GBP
2025-08-04,08/04/2025,87.24549,USD,INR
2025-08-04,08/04/2025,48.34081,USD,EGP
2025-08-04,08/04/2025,1.3789,USD,CAD
2025-08-04,08/04/2025,42112.49639,USD,IRR
2025-08-04,08/04/2025,18.03115,USD,SZL
2025-08-04,08/04/2025,3.58009,USD,QAR
2025-08-04,08/04/2025,0.80405,USD,CHF
2025-08-04,08/04/2025,9.65375,USD,SEK
2025-08-04,08/04/2025,0.38188,USD,OMR
2025-08-04,08/04/2025,0.30527,USD,KWD
2025-08-04,08/04/2025,18.04303,USD,ZAR
2025-08-04,08/04/2025,7.2118,USD,CNY
2025-08-04,08/04/2025,40.68752,USD,TRY
2025-08-04,08/04/2025,6.43847,USD,DKK
2025-08-04,08/04/2025,32.4635,USD,thb
2025-08-04,08/04/2025,0.37445,USD,BHD
2025-08-04,08/04/2025,1.68952,USD,NZD
2025-08-04,08/04/2025,88226.90997,USD,LBP
2025-08-04,08/04/2025,1289.84945,USD,IQD
2025-08-04,08/04/2025,0.18899,SAR,JOD
2025-08-04,08/04/2025,0.26658,SAR,USD
2025-08-04,08/04/2025,0.22997,SAR,EUR
2025-08-04,08/04/2025,39.24572,SAR,JPY
2025-08-04,08/04/2025,0.97915,SAR,AED
2025-08-04,08/04/2025,0.41207,SAR,AUD
2025-08-04,08/04/2025,0.20067,SAR,GBP
2025-08-04,08/04/2025,23.25803,SAR,INR
2025-08-04,08/04/2025,12.88676,SAR,EGP
2025-08-04,08/04/2025,0.36759,SAR,CAD
2025-08-04,08/04/2025,11226.41049,SAR,IRR
2025-08-04,08/04/2025,4.80677,SAR,SZL
2025-08-04,08/04/2025,0.95439,SAR,QAR
2025-08-04,08/04/2025,0.21434,SAR,CHF
2025-08-04,08/04/2025,2.57351,SAR,SEK
2025-08-04,08/04/2025,0.1018,SAR,OMR
2025-08-04,08/04/2025,0.08138,SAR,KWD
2025-08-04,08/04/2025,4.80994,SAR,ZAR
2025-08-04,08/04/2025,1.92253,SAR,CNY
2025-08-04,08/04/2025,10.84654,SAR,TRY
2025-08-04,08/04/2025,1.71638,SAR,DKK
2025-08-04,08/04/2025,8.65417,SAR,thb
2025-08-04,08/04/2025,0.09982,SAR,BHD
2025-08-04,08/04/2025,0.45039,SAR,NZD
2025-08-04,08/04/2025,23519.65787,SAR,LBP
2025-08-04,08/04/2025,343.84994,SAR,IQD
2025-08-04,08/04/2025,0.82182,EUR,JOD
2025-08-04,08/04/2025,1.15921,EUR,USD
2025-08-04,08/04/2025,4.34841,EUR,SAR
2025-08-04,08/04/2025,170.65635,EUR,JPY
2025-08-04,08/04/2025,4.25773,EUR,AED
2025-08-04,08/04/2025,1.79185,EUR,AUD
2025-08-04,08/04/2025,0.87261,EUR,GBP
2025-08-04,08/04/2025,101.13537,EUR,INR
2025-08-04,08/04/2025,56.03689,EUR,EGP
2025-08-04,08/04/2025,1.59843,EUR,CAD
2025-08-04,08/04/2025,48816.99582,EUR,IRR
2025-08-04,08/04/2025,20.90179,EUR,SZL
2025-08-04,08/04/2025,4.15005,EUR,QAR
2025-08-04,08/04/2025,0.93205,EUR,CHF
2025-08-04,08/04/2025,11.19067,EUR,SEK
2025-08-04,08/04/2025,0.44268,EUR,OMR
2025-08-04,08/04/2025,0.35387,EUR,KWD
2025-08-04,08/04/2025,20.91557,EUR,ZAR
2025-08-04,08/04/2025,8.35996,EUR,CNY
2025-08-04,08/04/2025,47.16516,EUR,TRY
2025-08-04,08/04/2025,7.4635,EUR,DKK
2025-08-04,08/04/2025,37.63183,EUR,thb
2025-08-04,08/04/2025,0.43406,EUR,BHD
2025-08-04,08/04/2025,1.9585,EUR,NZD
2025-08-04,08/04/2025,102273.0321,EUR,LBP
2025-08-04,08/04/2025,1495.1993,EUR,IQD
2025-08-04,08/04/2025,0.00482,JPY,JOD
2025-08-04,08/04/2025,0.00679,JPY,USD
2025-08-04,08/04/2025,0.02548,JPY,SAR
2025-08-04,08/04/2025,0.00586,JPY,EUR
2025-08-04,08/04/2025,0.02495,JPY,AED
2025-08-04,08/04/2025,0.0105,JPY,AUD
2025-08-04,08/04/2025,0.00511,JPY,GBP
2025-08-04,08/04/2025,0.59263,JPY,INR
2025-08-04,08/04/2025,0.32836,JPY,EGP
2025-08-04,08/04/2025,0.00937,JPY,CAD
2025-08-04,08/04/2025,286.05438,JPY,IRR
2025-08-04,08/04/2025,0.12248,JPY,SZL
2025-08-04,08/04/2025,0.02432,JPY,QAR
2025-08-04,08/04/2025,0.00546,JPY,CHF
