_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-08-03,08/03/2025,1.41036,JOD,USD
2025-08-03,08/03/2025,5.29024,JOD,SAR
2025-08-03,08/03/2025,1.21651,JOD,EUR
2025-08-03,08/03/2025,207.87329,JOD,JPY
2025-08-03,08/03/2025,5.17955,JOD,AED
2025-08-03,08/03/2025,2.18153,JOD,AUD
2025-08-03,08/03/2025,1.06186,JOD,GBP
2025-08-03,08/03/2025,122.938,JOD,INR
2025-08-03,08/03/2025,68.17494,JOD,EGP
2025-08-03,08/03/2025,1.94623,JOD,CAD
2025-08-03,08/03/2025,59393.7302,JOD,IRR
2025-08-03,08/03/2025,25.43038,JOD,SZL
2025-08-03,08/03/2025,5.04921,JOD,QAR
2025-08-03,08/03/2025,1.13364,JOD,CHF
2025-08-03,08/03/2025,13.61505,JOD,SEK
2025-08-03,08/03/2025,0.53394,JOD,OMR
2025-08-03,08/03/2025,0.43054,JOD,KWD
2025-08-03,08/03/2025,25.60665,JOD,ZAR
2025-08-03,08/03/2025,10.17123,JOD,CNY
2025-08-03,08/03/2025,57.28948,JOD,TRY
2025-08-03,08/03/2025,9.08243,JOD,DKK
2025-08-03,08/03/2025,45.80145,JOD,thb
2025-08-03,08/03/2025,0.52348,JOD,BHD
2025-08-03,08/03/2025,2.38518,JOD,NZD
2025-08-03,08/03/2025,124431.57761,JOD,LBP
2025-08-03,08/03/2025,1819.15021,JOD,IQD
2025-08-03,08/03/2025,0.70904,USD,JOD
2025-08-03,08/03/2025,3.75099,USD,SAR
2025-08-03,08/03/2025,0.86255,USD,EUR
2025-08-03,08/03/2025,147.39039,USD,JPY
2025-08-03,08/03/2025,3.6725,USD,AED
2025-08-03,08/03/2025,1.54679,USD,AUD
2025-08-03,08/03/2025,0.7529,USD,GBP
2025-08-03,08/03/2025,87.1679,USD,INR
2025-08-03,08/03/2025,48.33873,USD,EGP
2025-08-03,08/03/2025,1.37995,USD,CAD
2025-08-03,08/03/2025,42112.50382,USD,IRR
2025-08-03,08/03/2025,18.03115,USD,SZL
2025-08-03,08/03/2025,3.58009,USD,QAR
2025-08-03,08/03/2025,0.8038,USD,CHF
2025-08-03,08/03/2025,9.65361,USD,SEK
2025-08-03,08/03/2025,0.37859,USD,OMR
2025-08-03,08/03/2025,0.30527,USD,KWD
2025-08-03,08/03/2025,18.15613,USD,ZAR
2025-08-03,08/03/2025,7.2118,USD,CNY
2025-08-03,08/03/2025,40.6205,USD,TRY
2025-08-03,08/03/2025,6.4398,USD,DKK
2025-08-03,08/03/2025,32.47504,USD,thb
2025-08-03,08/03/2025,0.37117,USD,BHD
2025-08-03,08/03/2025,1.69119,USD,NZD
2025-08-03,08/03/2025,88226.90997,USD,LBP
2025-08-03,08/03/2025,1289.84945,USD,IQD
2025-08-03,08/03/2025,0.18903,SAR,JOD
2025-08-03,08/03/2025,0.2666,SAR,USD
2025-08-03,08/03/2025,0.22995,SAR,EUR
2025-08-03,08/03/2025,39.29372,SAR,JPY
2025-08-03,08/03/2025,0.97908,SAR,AED
2025-08-03,08/03/2025,0.41237,SAR,AUD
2025-08-03,08/03/2025,0.20072,SAR,GBP
2025-08-03,08/03/2025,23.23864,SAR,INR
2025-08-03,08/03/2025,12.88692,SAR,EGP
2025-08-03,08/03/2025,0.36789,SAR,CAD
2025-08-03,08/03/2025,11227.03481,SAR,IRR
2025-08-03,08/03/2025,4.80704,SAR,SZL
2025-08-03,08/03/2025,0.95444,SAR,QAR
2025-08-03,08/03/2025,0.21429,SAR,CHF
2025-08-03,08/03/2025,2.57362,SAR,SEK
2025-08-03,08/03/2025,0.10093,SAR,OMR
2025-08-03,08/03/2025,0.08138,SAR,KWD
2025-08-03,08/03/2025,4.84036,SAR,ZAR
2025-08-03,08/03/2025,1.92264,SAR,CNY
2025-08-03,08/03/2025,10.82927,SAR,TRY
2025-08-03,08/03/2025,1.71683,SAR,DKK
2025-08-03,08/03/2025,8.65772,SAR,thb
2025-08-03,08/03/2025,0.09895,SAR,BHD
2025-08-03,08/03/2025,0.45087,SAR,NZD
2025-08-03,08/03/2025,23520.96169,SAR,LBP
2025-08-03,08/03/2025,343.869,SAR,IQD
2025-08-03,08/03/2025,0.82203,EUR,JOD
2025-08-03,08/03/2025,1.15935,EUR,USD
2025-08-03,08/03/2025,4.34872,EUR,SAR
2025-08-03,08/03/2025,170.87741,EUR,JPY
2025-08-03,08/03/2025,4.25773,EUR,AED
2025-08-03,08/03/2025,1.79328,EUR,AUD
2025-08-03,08/03/2025,0.87288,EUR,GBP
2025-08-03,08/03/2025,101.05833,EUR,INR
2025-08-03,08/03/2025,56.04162,EUR,EGP
2025-08-03,08/03/2025,1.59985,EUR,CAD
2025-08-03,08/03/2025,48823.23738,EUR,IRR
2025-08-03,08/03/2025,20.90446,EUR,SZL
2025-08-03,08/03/2025,4.15058,EUR,QAR
2025-08-03,08/03/2025,0.93188,EUR,CHF
2025-08-03,08/03/2025,11.19194,EUR,SEK
2025-08-03,08/03/2025,0.43892,EUR,OMR
2025-08-03,08/03/2025,0.35392,EUR,KWD
2025-08-03,08/03/2025,21.04936,EUR,ZAR
2025-08-03,08/03/2025,8.36102,EUR,CNY
2025-08-03,08/03/2025,47.09348,EUR,TRY
2025-08-03,08/03/2025,7.466,EUR,DKK
2025-08-03,08/03/2025,37.65002,EUR,thb
2025-08-03,08/03/2025,0.43031,EUR,BHD
2025-08-03,08/03/2025,1.96069,EUR,NZD
2025-08-03,08/03/2025,102286.09032,EUR,LBP
2025-08-03,08/03/2025,1495.3902,EUR,IQD
2025-08-03,08/03/2025,0.00481,JPY,JOD
2025-08-03,08/03/2025,0.00679,JPY,USD
2025-08-03,08/03/2025,0.02545,JPY,SAR
2025-08-03,08/03/2025,0.00585,JPY,EUR
2025-08-03,08/03/2025,0.02492,JPY,AED
2025-08-03,08/03/2025,0.0105,JPY,AUD
2025-08-03,08/03/2025,0.00511,JPY,GBP
2025-08-03,08/03/2025,0.59141,JPY,INR
2025-08-03,08/03/2025,0.32796,JPY,EGP
2025-08-03,08/03/2025,0.00936,JPY,CAD
2025-08-03,08/03/2025,285.72084,JPY,IRR
2025-08-03,08/03/2025,0.12234,JPY,SZL
2025-08-03,08/03/2025,0.02429,JPY,QAR
2025-08-03,08/03/2025,0.00545,JPY,CHF
2025-08-03,08/03/2025,0.0655,JPY,SEK
2025-08-03,08/03/2025,0.00257,JPY,OMR
2025-08-03,08/03/2025,0.00207,JPY,KWD
2025-08-03,08/03/2025,0.12318,JPY,ZAR
2025-08-03,08/03/2025,0.04893,JPY,CNY
2025-08-03,08/03/2025,0.2756,JPY,TRY
2025-08-03,08/03/2025,0.04369,JPY,DKK
2025-08-03,08/03/2025,0.22033,JPY,thb
2025-08-03,08/03/2025,0.00252,JPY,BHD
2025-08-03,08/03/2025,0.01147,JPY,NZD
2025-08-03,08/03/2025,598.59339,JPY,LBP
2025-08-03,08/03/2025,8.75125,JPY,IQD
2025-08-03,08/03/2025,0.19307,AED,JOD
2025-08-03,08/03/2025,0.27229,AED,USD
2025-08-03,08/03/2025,1.02137,AED,SAR
2025-08-03,08/03/2025,0.23487,AED,EUR
2025-08-03,08/03/2025,40.13348,AED,JPY
2025-08-03,08/03/2025,0.42118,AED,AUD
2025-08-03,08/03/2025,0.20501,AED,GBP
2025-08-03,08/03/2025,23.73528,AED,INR
2025-08-03,08/03/2025,13.16233,AED,EGP
2025-08-03,08/03/2025,0.37575,AED,CAD
2025-08-03,08/03/2025,11466.97217,AED,IRR
2025-08-03,08/03/2025,4.90977,AED,SZL
2025-08-03,08/03/2025,0.97484,AED,QAR
2025-08-03,08/03/2025,0.21887,AED,CHF
2025-08-03,08/03/2025,2.62862,AED,SEK
2025-08-03,08/03/2025,0.10309,AED,OMR
2025-08-03,08/03/2025,0.08312,AED,KWD
2025-08-03,08/03/2025,4.9438,AED,ZAR
2025-08-03,08/03/2025,1.96373,AED,CNY
2025-08-03,08/03/2025,11.06071,AED,TRY
2025-08-03,08/03/2025,1.75352,AED,DKK
2025-08-03,08/03/2025,8.84275,AED,thb
2025-08-03,08/03/2025,0.10107,AED,BHD
2025-08-03,08/03/2025,0.4605,AED,NZD
2025-08-03,08/03/2025,24023.63738,AED,LBP
2025-08-03,08/03/2025,351.21796,AED,IQD
2025-08-03,08/03/2025,0.45839,AUD,JOD
2025-08-03,08/03/2025,0.6465,AUD,USD
2025-08-03,08/03/2025,2.42502,AUD,SAR
2025-08-03,08/03/2025,0.55764,AUD,EUR
2025-08-03,08/03/2025,95.28788,AUD,JPY
2025-08-03,08/03/2025,2.37427,AUD,AED
2025-08-03,08/03/2025,0.48675,AUD,GBP
2025-08-03,08/03/2025,56.35405,AUD,INR
2025-08-03,08/03/2025,31.25098,AUD,EGP
2025-08-03,08/03/2025,0.89214,AUD,CAD
2025-08-03,08/03/2025,27225.73111,AUD,IRR
2025-08-03,08/03/2025,11.65714,AUD,SZL
2025-08-03,08/03/2025,2.31453,AUD,QAR
2025-08-03,08/03/2025,0.51965,AUD,CHF
2025-08-03,08/03/2025,6.24106,AUD,SEK
2025-08-03,08/03/2025,0.24476,AUD,OMR
2025-08-03,08/03/2025,0.19736,AUD,KWD
2025-08-03,08/03/2025,11.73794,AUD,ZAR
2025-08-03,08/03/2025,4.66243,AUD,CNY
2025-08-03,08/03/2025,26.26115,AUD,TRY
2025-08-03,08/03/2025,4.16333,AUD,DKK
2025-08-03,08/03/2025,20.99511,AUD,thb
2025-08-03,08/03/2025,0.23996,AUD,BHD
2025-08-03,08/03/2025,1.09335,AUD,NZD
2025-08-03,08/03/2025,57038.69183,AUD,LBP
2025-08-03,08/03/2025,833.88759,AUD,IQD
2025-08-03,08/03/2025,0.94175,GBP,JOD
2025-08-03,08/03/2025,1.3282,GBP,USD
2025-08-03,08/03/2025,4.98207,GBP,SAR
2025-08-03,08/03/2025,1.14564,GBP,EUR
2025-08-03,08/03/2025,195.76391,GBP,JPY
2025-08-03,08/03/2025,4.87782,GBP,AED
2025-08-03,08/03/2025,2.05445,GBP,AUD
2025-08-03,08/03/2025,115.77641,GBP,INR
2025-08-03,08/03/2025,64.2035,GBP,EGP
2025-08-03,08/03/2025,1.83285,GBP,CAD
2025-08-03,08/03/2025,55933.82725,GBP,IRR
2025-08-03,08/03/2025,23.94897,GBP,SZL
2025-08-03,08/03/2025,4.75507,GBP,QAR
2025-08-03,08/03/2025,1.0676,GBP,CHF
2025-08-03,08/03/2025,12.82193,GBP,SEK
2025-08-03,08/03/2025,0.50284,GBP,OMR
2025-08-03,08/03/2025,0.40546,GBP,KWD
2025-08-03,08/03/2025,24.11497,GBP,ZAR
2025-08-03,08/03/2025,9.57872,GBP,CNY
2025-08-03,08/03/2025,53.95215,GBP,TRY
2025-08-03,08/03/2025,8.55335,GBP,DKK
2025-08-03,08/03/2025,43.13335,GBP,thb
2025-08-03,08/03/2025,0.49298,GBP,BHD
2025-08-03,08/03/2025,2.24624,GBP,NZD
2025-08-03,08/03/2025,117182.98116,GBP,LBP
2025-08-03,08/03/2025,1713.17802,GBP,IQD
2025-08-03,08/03/2025,0.00813,INR,JOD
2025-08-03,08/03/2025,0.01147,INR,USD
2025-08-03,08/03/2025,0.04303,INR,SAR
2025-08-03,08/03/2025,0.0099,INR,EUR
2025-08-03,08/03/2025,1.69088,INR,JPY
2025-08-03,08/03/2025,0.04213,INR,AED
2025-08-03,08/03/2025,0.01775,INR,AUD
2025-08-03,08/03/2025,0.00864,INR,GBP
2025-08-03,08/03/2025,0.55455,INR,EGP
2025-08-03,08/03/2025,0.01583,INR,CAD
2025-08-03,08/03/2025,483.11938,INR,IRR
2025-08-03,08/03/2025,0.20686,INR,SZL
2025-08-03,08/03/2025,0.04107,INR,QAR
2025-08-03,08/03/2025,0.00922,INR,CHF
2025-08-03,08/03/2025,0.11075,INR,SEK
2025-08-03,08/03/2025,0.00434,INR,OMR
2025-08-03,08/03/2025,0.0035,INR,KWD
2025-08-03,08/03/2025,0.20829,INR,ZAR
2025-08-03,08/03/2025,0.08274,INR,CNY
2025-08-03,08/03/2025,0.466,INR,TRY
2025-08-03,08/03/2025,0.07388,INR,DKK
2025-08-03,08/03/2025,0.37256,INR,thb
2025-08-03,08/03/2025,0.00426,INR,BHD
2025-08-03,08/03/2025,0.0194,INR,NZD
2025-08-03,08/03/2025,1012.14904,INR,LBP
2025-08-03,08/03/2025,14.7973,INR,IQD
2025-08-03,08/03/2025,0.01467,EGP,JOD
2025-08-03,08/03/2025,0.02069,EGP,USD
2025-08-03,08/03/2025,0.0776,EGP,SAR
2025-08-03,08/03/2025,0.01784,EGP,EUR
2025-08-03,08/03/2025,3.04912,EGP,JPY
2025-08-03,08/03/2025,0.07597,EGP,AED
2025-08-03,08/03/2025,0.032,EGP,AUD
2025-08-03,08/03/2025,0.01558,EGP,GBP
2025-08-03,08/03/2025,1.80327,EGP,INR
2025-08-03,08/03/2025,0.02855,EGP,CAD
2025-08-03,08/03/2025,871.19599,EGP,IRR
2025-08-03,08/03/2025,0.37302,EGP,SZL
2025-08-03,08/03/2025,0.07406,EGP,QAR
2025-08-03,08/03/2025,0.01663,EGP,CHF
2025-08-03,08/03/2025,0.19971,EGP,SEK
2025-08-03,08/03/2025,0.00783,EGP,OMR
2025-08-03,08/03/2025,0.00632,EGP,KWD
2025-08-03,08/03/2025,0.3756,EGP,ZAR
2025-08-03,08/03/2025,0.14919,EGP,CNY
2025-08-03,08/03/2025,0.84033,EGP,TRY
2025-08-03,08/03/2025,0.13322,EGP,DKK
2025-08-03,08/03/2025,0.67182,EGP,thb
2025-08-03,08/03/2025,0.00768,EGP,BHD
2025-08-03,08/03/2025,0.03499,EGP,NZD
2025-08-03,08/03/2025,1825.18072,EGP,LBP
2025-08-03,08/03/2025,26.68356,EGP,IQD
2025-08-03,08/03/2025,0.51382,CAD,JOD
2025-08-03,08/03/2025,0.72466,CAD,USD
2025-08-03,08/03/2025,2.71821,CAD,SAR
2025-08-03,08/03/2025,0.62506,CAD,EUR
2025-08-03,08/03/2025,106.80846,CAD,JPY
2025-08-03,08/03/2025,2.66133,CAD,AED
2025-08-03,08/03/2025,1.1209,CAD,AUD
2025-08-03,08/03/2025,0.5456,CAD,GBP
2025-08-03,08/03/2025,63.16742,CAD,INR
2025-08-03,08/03/2025,35.02932,CAD,EGP
2025-08-03,08/03/2025,30517.40345,CAD,IRR
2025-08-03,08/03/2025,13.06652,CAD,SZL
2025-08-03,08/03/2025,2.59436,CAD,QAR
2025-08-03,08/03/2025,0.58248,CAD,CHF
2025-08-03,08/03/2025,6.99562,CAD,SEK
2025-08-03,08/03/2025,0.27435,CAD,OMR
2025-08-03,08/03/2025,0.22122,CAD,KWD
2025-08-03,08/03/2025,13.15709,CAD,ZAR
2025-08-03,08/03/2025,5.22613,CAD,CNY
2025-08-03,08/03/2025,29.43621,CAD,TRY
2025-08-03,08/03/2025,4.66669,CAD,DKK
2025-08-03,08/03/2025,23.53348,CAD,thb
2025-08-03,08/03/2025,0.26897,CAD,BHD
2025-08-03,08/03/2025,1.22554,CAD,NZD
2025-08-03,08/03/2025,63934.84031,CAD,LBP
2025-08-03,08/03/2025,934.70709,CAD,IQD
2025-08-03,08/03/2025,2e-05,IRR,JOD
2025-08-03,08/03/2025,2e-05,IRR,USD
2025-08-03,08/03/2025,9e-05,IRR,SAR
2025-08-03,08/03/2025,2e-05,IRR,EUR
2025-08-03,08/03/2025,0.0035,IRR,JPY
2025-08-03,08/03/2025,9e-05,IRR,AED
2025-08-03,08/03/2025,4e-05,IRR,AUD
2025-08-03,08/03/2025,2e-05,IRR,GBP
2025-08-03,08/03/2025,0.00207,IRR,INR
2025-08-03,08/03/2025,0.00115,IRR,EGP
2025-08-03,08/03/2025,3e-05,IRR,CAD
2025-08-03,08/03/2025,0.00043,IRR,SZL
2025-08-03,08/03/2025,9e-05,IRR,QAR
2025-08-03,08/03/2025,2e-05,IRR,CHF
2025-08-03,08/03/2025,0.00023,IRR,SEK
2025-08-03,08/03/2025,1e-05,IRR,OMR
2025-08-03,08/03/2025,1e-05,IRR,KWD
2025-08-03,08/03/2025,0.00043,IRR,ZAR
2025-08-03,08/03/2025,0.00017,IRR,CNY
2025-08-03,08/03/2025,0.00097,IRR,TRY
2025-08-03,08/03/2025,0.00015,IRR,DKK
