_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-08,07/08/2025,1.41045,JOD,USD,JOD,USD
2025-07-08,07/08/2025,5.28977,JOD,SAR,JOD,SAR
2025-07-08,07/08/2025,1.20438,JOD,EUR,JOD,EUR
2025-07-08,07/08/2025,205.99491,JOD,JPY,JOD,JPY
2025-07-08,07/08/2025,5.18061,JOD,AED,JOD,AED
2025-07-08,07/08/2025,1.03687,JOD,GBP,JOD,GBP
2025-07-08,07/08/2025,5.13488,JOD,QAR,JOD,QAR
2025-07-08,07/08/2025,1.12596,JOD,CHF,JOD,CHF
2025-07-08,07/08/2025,1847.68971,JOD,IQD,JOD,IQD
2025-07-08,07/08/2025,0.70899,USD,JOD,USD,JOD
2025-07-08,07/08/2025,3.75041,USD,SAR,USD,SAR
2025-07-08,07/08/2025,0.8539,USD,EUR,USD,EUR
2025-07-08,07/08/2025,3.67302,USD,AED,USD,AED
2025-07-08,07/08/2025,0.73514,USD,GBP,USD,GBP
2025-07-08,07/08/2025,85.8928,USD,INR,USD,INR
2025-07-08,07/08/2025,49.6751,USD,EGP,USD,EGP
2025-07-08,07/08/2025,3.6406,USD,QAR,USD,QAR
2025-07-08,07/08/2025,17.84966,USD,ZAR,USD,ZAR
2025-07-08,07/08/2025,39.9875,USD,TRY,USD,TRY
2025-07-08,07/08/2025,1310.0,USD,IQD,USD,IQD
2025-07-08,07/08/2025,0.18904,SAR,JOD,SAR,JOD
2025-07-08,07/08/2025,0.26664,SAR,USD,SAR,USD
2025-07-08,07/08/2025,0.22768,SAR,EUR,SAR,EUR
2025-07-08,07/08/2025,38.94215,SAR,JPY,SAR,JPY
2025-07-08,07/08/2025,0.97937,SAR,AED,SAR,AED
2025-07-08,07/08/2025,0.41072,SAR,AUD,SAR,AUD
2025-07-08,07/08/2025,0.19602,SAR,GBP,SAR,GBP
2025-07-08,07/08/2025,22.90224,SAR,INR,SAR,INR
2025-07-08,07/08/2025,13.24524,SAR,EGP,SAR,EGP
2025-07-08,07/08/2025,0.36477,SAR,CAD,SAR,CAD
2025-07-08,07/08/2025,0.97072,SAR,QAR,SAR,QAR
2025-07-08,07/08/2025,0.21286,SAR,CHF,SAR,CHF
2025-07-08,07/08/2025,2.54411,SAR,SEK,SAR,SEK
2025-07-08,07/08/2025,0.10252,SAR,OMR,SAR,OMR
2025-07-08,07/08/2025,0.08142,SAR,KWD,SAR,KWD
2025-07-08,07/08/2025,4.75939,SAR,ZAR,SAR,ZAR
2025-07-08,07/08/2025,1.9131,SAR,CNY,SAR,CNY
2025-07-08,07/08/2025,10.66217,SAR,TRY,SAR,TRY
2025-07-08,07/08/2025,1.69896,SAR,DKK,SAR,DKK
2025-07-08,07/08/2025,8.69769,SAR,thb,SAR,THB
2025-07-08,07/08/2025,0.44464,SAR,NZD,SAR,NZD
2025-07-08,07/08/2025,349.29505,SAR,IQD,SAR,IQD
2025-07-08,07/08/2025,0.8303,EUR,JOD,EUR,JOD
2025-07-08,07/08/2025,1.1711,EUR,USD,EUR,USD
2025-07-08,07/08/2025,4.3921,EUR,SAR,EUR,SAR
2025-07-08,07/08/2025,4.30147,EUR,AED,EUR,AED
2025-07-08,07/08/2025,0.86092,EUR,GBP,EUR,GBP
2025-07-08,07/08/2025,100.58901,EUR,INR,EUR,INR
2025-07-08,07/08/2025,58.17448,EUR,EGP,EUR,EGP
2025-07-08,07/08/2025,4.2635,EUR,QAR,EUR,QAR
2025-07-08,07/08/2025,0.93489,EUR,CHF,EUR,CHF
2025-07-08,07/08/2025,20.90372,EUR,ZAR,EUR,ZAR
2025-07-08,07/08/2025,46.82934,EUR,TRY,EUR,TRY
2025-07-08,07/08/2025,1534.14027,EUR,IQD,EUR,IQD
2025-07-08,07/08/2025,0.00685,JPY,USD,JPY,USD
2025-07-08,07/08/2025,0.02568,JPY,SAR,JPY,SAR
2025-07-08,07/08/2025,0.00585,JPY,EUR,JPY,EUR
2025-07-08,07/08/2025,0.02515,JPY,AED,JPY,AED
2025-07-08,07/08/2025,0.00503,JPY,GBP,JPY,GBP
2025-07-08,07/08/2025,0.34013,JPY,EGP,JPY,EGP
2025-07-08,07/08/2025,0.02493,JPY,QAR,JPY,QAR
2025-07-08,07/08/2025,0.19303,AED,JOD,AED,JOD
2025-07-08,07/08/2025,0.27226,AED,USD,AED,USD
2025-07-08,07/08/2025,1.02107,AED,SAR,AED,SAR
2025-07-08,07/08/2025,0.23248,AED,EUR,AED,EUR
2025-07-08,07/08/2025,39.76267,AED,JPY,AED,JPY
2025-07-08,07/08/2025,0.41937,AED,AUD,AED,AUD
2025-07-08,07/08/2025,0.20015,AED,GBP,AED,GBP
2025-07-08,07/08/2025,23.38479,AED,INR,AED,INR
2025-07-08,07/08/2025,13.52432,AED,EGP,AED,EGP
2025-07-08,07/08/2025,0.37246,AED,CAD,AED,CAD
2025-07-08,07/08/2025,0.99117,AED,QAR,AED,QAR
2025-07-08,07/08/2025,0.21734,AED,CHF,AED,CHF
