_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-08-12,08/12/2025,1.41049,JOD,USD
2025-08-12,08/12/2025,5.29269,JOD,SAR
2025-08-12,08/12/2025,1.2141,JOD,EUR
2025-08-12,08/12/2025,208.96313,JOD,JPY
2025-08-12,08/12/2025,5.18001,JOD,AED
2025-08-12,08/12/2025,2.16531,JOD,AUD
2025-08-12,08/12/2025,1.05006,JOD,GBP
2025-08-12,08/12/2025,123.64392,JOD,INR
2025-08-12,08/12/2025,68.38371,JOD,EGP
2025-08-12,08/12/2025,1.94338,JOD,CAD
2025-08-12,08/12/2025,59416.69446,JOD,IRR
2025-08-12,08/12/2025,25.05062,JOD,SZL
2025-08-12,08/12/2025,5.13488,JOD,QAR
2025-08-12,08/12/2025,1.14573,JOD,CHF
2025-08-12,08/12/2025,13.59454,JOD,SEK
2025-08-12,08/12/2025,0.54233,JOD,OMR
2025-08-12,08/12/2025,0.43126,JOD,KWD
2025-08-12,08/12/2025,25.04346,JOD,ZAR
2025-08-12,08/12/2025,10.13885,JOD,CNY
2025-08-12,08/12/2025,57.43079,JOD,TRY
2025-08-12,08/12/2025,9.06116,JOD,DKK
2025-08-12,08/12/2025,45.79912,JOD,thb
2025-08-12,08/12/2025,0.53189,JOD,BHD
2025-08-12,08/12/2025,2.37505,JOD,NZD
2025-08-12,08/12/2025,126308.95966,JOD,LBP
2025-08-12,08/12/2025,1848.5576,JOD,IQD
2025-08-12,08/12/2025,0.70898,USD,JOD
2025-08-12,08/12/2025,3.75239,USD,SAR
2025-08-12,08/12/2025,0.86077,USD,EUR
2025-08-12,08/12/2025,148.14981,USD,JPY
2025-08-12,08/12/2025,3.6725,USD,AED
2025-08-12,08/12/2025,1.53516,USD,AUD
2025-08-12,08/12/2025,0.74447,USD,GBP
2025-08-12,08/12/2025,87.66055,USD,INR
2025-08-12,08/12/2025,48.4824,USD,EGP
2025-08-12,08/12/2025,1.37781,USD,CAD
2025-08-12,08/12/2025,42125.00063,USD,IRR
2025-08-12,08/12/2025,17.76028,USD,SZL
2025-08-12,08/12/2025,3.64051,USD,QAR
2025-08-12,08/12/2025,0.8123,USD,CHF
2025-08-12,08/12/2025,9.6382,USD,SEK
2025-08-12,08/12/2025,0.3845,USD,OMR
2025-08-12,08/12/2025,0.30575,USD,KWD
2025-08-12,08/12/2025,17.75521,USD,ZAR
2025-08-12,08/12/2025,7.1882,USD,CNY
2025-08-12,08/12/2025,40.71704,USD,TRY
2025-08-12,08/12/2025,6.42414,USD,DKK
2025-08-12,08/12/2025,32.47047,USD,thb
2025-08-12,08/12/2025,0.3771,USD,BHD
2025-08-12,08/12/2025,1.68386,USD,NZD
2025-08-12,08/12/2025,89550.00028,USD,LBP
2025-08-12,08/12/2025,1310.58267,USD,IQD
2025-08-12,08/12/2025,0.18894,SAR,JOD
2025-08-12,08/12/2025,0.2665,SAR,USD
2025-08-12,08/12/2025,0.22939,SAR,EUR
2025-08-12,08/12/2025,39.48146,SAR,JPY
2025-08-12,08/12/2025,0.97871,SAR,AED
2025-08-12,08/12/2025,0.40911,SAR,AUD
2025-08-12,08/12/2025,0.1984,SAR,GBP
2025-08-12,08/12/2025,23.36126,SAR,INR
2025-08-12,08/12/2025,12.92041,SAR,EGP
2025-08-12,08/12/2025,0.36718,SAR,CAD
2025-08-12,08/12/2025,11226.18122,SAR,IRR
2025-08-12,08/12/2025,4.73306,SAR,SZL
2025-08-12,08/12/2025,0.97018,SAR,QAR
2025-08-12,08/12/2025,0.21647,SAR,CHF
2025-08-12,08/12/2025,2.56855,SAR,SEK
2025-08-12,08/12/2025,0.10247,SAR,OMR
2025-08-12,08/12/2025,0.08148,SAR,KWD
2025-08-12,08/12/2025,4.73171,SAR,ZAR
2025-08-12,08/12/2025,1.91563,SAR,CNY
2025-08-12,08/12/2025,10.85096,SAR,TRY
2025-08-12,08/12/2025,1.71201,SAR,DKK
2025-08-12,08/12/2025,8.65328,SAR,thb
2025-08-12,08/12/2025,0.1005,SAR,BHD
2025-08-12,08/12/2025,0.44874,SAR,NZD
2025-08-12,08/12/2025,23864.79564,SAR,LBP
2025-08-12,08/12/2025,349.26619,SAR,IQD
2025-08-12,08/12/2025,0.82365,EUR,JOD
2025-08-12,08/12/2025,1.16175,EUR,USD
2025-08-12,08/12/2025,4.35934,EUR,SAR
2025-08-12,08/12/2025,172.11307,EUR,JPY
2025-08-12,08/12/2025,4.26653,EUR,AED
2025-08-12,08/12/2025,1.78347,EUR,AUD
2025-08-12,08/12/2025,0.86489,EUR,GBP
2025-08-12,08/12/2025,101.83966,EUR,INR
2025-08-12,08/12/2025,56.32444,EUR,EGP
2025-08-12,08/12/2025,1.60067,EUR,CAD
2025-08-12,08/12/2025,48938.72665,EUR,IRR
2025-08-12,08/12/2025,20.63301,EUR,SZL
2025-08-12,08/12/2025,4.22936,EUR,QAR
2025-08-12,08/12/2025,0.94368,EUR,CHF
2025-08-12,08/12/2025,11.19718,EUR,SEK
2025-08-12,08/12/2025,0.44669,EUR,OMR
2025-08-12,08/12/2025,0.35521,EUR,KWD
2025-08-12,08/12/2025,20.62711,EUR,ZAR
2025-08-12,08/12/2025,8.35089,EUR,CNY
2025-08-12,08/12/2025,47.30303,EUR,TRY
2025-08-12,08/12/2025,7.46325,EUR,DKK
2025-08-12,08/12/2025,37.72258,EUR,thb
2025-08-12,08/12/2025,0.43809,EUR,BHD
2025-08-12,08/12/2025,1.95622,EUR,NZD
2025-08-12,08/12/2025,104034.72807,EUR,LBP
2025-08-12,08/12/2025,1522.56964,EUR,IQD
2025-08-12,08/12/2025,0.00479,JPY,JOD
2025-08-12,08/12/2025,0.00675,JPY,USD
2025-08-12,08/12/2025,0.02533,JPY,SAR
2025-08-12,08/12/2025,0.00581,JPY,EUR
2025-08-12,08/12/2025,0.02479,JPY,AED
2025-08-12,08/12/2025,0.01036,JPY,AUD
2025-08-12,08/12/2025,0.00503,JPY,GBP
2025-08-12,08/12/2025,0.5917,JPY,INR
2025-08-12,08/12/2025,0.32725,JPY,EGP
2025-08-12,08/12/2025,0.0093,JPY,CAD
2025-08-12,08/12/2025,284.34056,JPY,IRR
2025-08-12,08/12/2025,0.11988,JPY,SZL
2025-08-12,08/12/2025,0.02457,JPY,QAR
2025-08-12,08/12/2025,0.00548,JPY,CHF
2025-08-12,08/12/2025,0.06506,JPY,SEK
2025-08-12,08/12/2025,0.0026,JPY,OMR
2025-08-12,08/12/2025,0.00206,JPY,KWD
2025-08-12,08/12/2025,0.11985,JPY,ZAR
2025-08-12,08/12/2025,0.04852,JPY,CNY
2025-08-12,08/12/2025,0.27484,JPY,TRY
