_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-08-27,08/27/2025,1.41044,JOD,USD,JOD,USD
2025-08-27,08/27/2025,5.29194,JOD,SAR,JOD,SAR
2025-08-27,08/27/2025,1.21098,JOD,EUR,JOD,EUR
2025-08-27,08/27/2025,207.92734,JOD,JPY,JOD,JPY
2025-08-27,08/27/2025,5.17984,JOD,AED,JOD,AED
2025-08-27,08/27/2025,1.04619,JOD,GBP,JOD,GBP
2025-08-27,08/27/2025,5.13506,JOD,QAR,JOD,QAR
2025-08-27,08/27/2025,1.13287,JOD,CHF,JOD,CHF
2025-08-27,08/27/2025,1847.67617,JOD,IQD,JOD,IQD
2025-08-27,08/27/2025,0.709,USD,JOD,USD,JOD
2025-08-27,08/27/2025,3.75198,USD,SAR,USD,SAR
2025-08-27,08/27/2025,0.85858,USD,EUR,USD,EUR
2025-08-27,08/27/2025,3.6725,USD,AED,USD,AED
2025-08-27,08/27/2025,0.74175,USD,GBP,USD,GBP
2025-08-27,08/27/2025,87.63895,USD,INR,USD,INR
2025-08-27,08/27/2025,48.59857,USD,EGP,USD,EGP
2025-08-27,08/27/2025,3.64075,USD,QAR,USD,QAR
2025-08-27,08/27/2025,17.63145,USD,ZAR,USD,ZAR
2025-08-27,08/27/2025,41.0425,USD,TRY,USD,TRY
2025-08-27,08/27/2025,1310.0,USD,IQD,USD,IQD
2025-08-27,08/27/2025,0.18897,SAR,JOD,SAR,JOD
2025-08-27,08/27/2025,0.26653,SAR,USD,SAR,USD
2025-08-27,08/27/2025,0.22883,SAR,EUR,SAR,EUR
2025-08-27,08/27/2025,39.29131,SAR,JPY,SAR,JPY
2025-08-27,08/27/2025,0.97882,SAR,AED,SAR,AED
2025-08-27,08/27/2025,0.41034,SAR,AUD,SAR,AUD
2025-08-27,08/27/2025,0.19769,SAR,GBP,SAR,GBP
2025-08-27,08/27/2025,23.35805,SAR,INR,SAR,INR
2025-08-27,08/27/2025,12.95278,SAR,EGP,SAR,EGP
2025-08-27,08/27/2025,0.36881,SAR,CAD,SAR,CAD
2025-08-27,08/27/2025,0.97035,SAR,QAR,SAR,QAR
2025-08-27,08/27/2025,0.21408,SAR,CHF,SAR,CHF
2025-08-27,08/27/2025,2.54645,SAR,SEK,SAR,SEK
2025-08-27,08/27/2025,0.10248,SAR,OMR,SAR,OMR
2025-08-27,08/27/2025,0.08146,SAR,KWD,SAR,KWD
2025-08-27,08/27/2025,4.69924,SAR,ZAR,SAR,ZAR
2025-08-27,08/27/2025,1.90643,SAR,CNY,SAR,CNY
2025-08-27,08/27/2025,10.93889,SAR,TRY,SAR,TRY
2025-08-27,08/27/2025,1.70826,SAR,DKK,SAR,DKK
2025-08-27,08/27/2025,8.65144,SAR,thb,SAR,THB
2025-08-27,08/27/2025,0.45467,SAR,NZD,SAR,NZD
2025-08-27,08/27/2025,349.14894,SAR,IQD,SAR,IQD
