_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-13,07/13/2025,1.41036,JOD,USD,JOD,USD
2025-07-13,07/13/2025,5.28956,JOD,SAR,JOD,SAR
2025-07-13,07/13/2025,1.20643,JOD,EUR,JOD,EUR
2025-07-13,07/13/2025,206.69515,JOD,JPY,JOD,JPY
2025-07-13,07/13/2025,5.17955,JOD,AED,JOD,AED
2025-07-13,07/13/2025,1.04487,JOD,GBP,JOD,GBP
2025-07-13,07/13/2025,5.14038,JOD,QAR,JOD,QAR
2025-07-13,07/13/2025,1.12302,JOD,CHF,JOD,CHF
2025-07-13,07/13/2025,1847.07469,JOD,IQD,JOD,IQD
2025-07-13,07/13/2025,0.70904,USD,JOD,USD,JOD
2025-07-13,07/13/2025,3.7505,USD,SAR,USD,SAR
2025-07-13,07/13/2025,0.8554,USD,EUR,USD,EUR
2025-07-13,07/13/2025,3.6725,USD,AED,USD,AED
2025-07-13,07/13/2025,0.74085,USD,GBP,USD,GBP
2025-07-13,07/13/2025,85.8255,USD,INR,USD,INR
2025-07-13,07/13/2025,49.48998,USD,EGP,USD,EGP
2025-07-13,07/13/2025,3.64474,USD,QAR,USD,QAR
2025-07-13,07/13/2025,17.94685,USD,ZAR,USD,ZAR
2025-07-13,07/13/2025,40.17475,USD,TRY,USD,TRY
2025-07-13,07/13/2025,1309.64901,USD,IQD,USD,IQD
2025-07-13,07/13/2025,0.18905,SAR,JOD,SAR,JOD
2025-07-13,07/13/2025,0.26663,SAR,USD,SAR,USD
2025-07-13,07/13/2025,0.22808,SAR,EUR,SAR,EUR
2025-07-13,07/13/2025,39.07609,SAR,JPY,SAR,JPY
2025-07-13,07/13/2025,0.9792,SAR,AED,SAR,AED
2025-07-13,07/13/2025,0.40509,SAR,AUD,SAR,AUD
2025-07-13,07/13/2025,0.19753,SAR,GBP,SAR,GBP
2025-07-13,07/13/2025,22.88373,SAR,INR,SAR,INR
2025-07-13,07/13/2025,13.19555,SAR,EGP,SAR,EGP
2025-07-13,07/13/2025,0.36522,SAR,CAD,SAR,CAD
2025-07-13,07/13/2025,0.9718,SAR,QAR,SAR,QAR
2025-07-13,07/13/2025,0.21231,SAR,CHF,SAR,CHF
2025-07-13,07/13/2025,2.54972,SAR,SEK,SAR,SEK
2025-07-13,07/13/2025,0.10252,SAR,OMR,SAR,OMR
2025-07-13,07/13/2025,0.08153,SAR,KWD,SAR,KWD
2025-07-13,07/13/2025,4.78518,SAR,ZAR,SAR,ZAR
2025-07-13,07/13/2025,1.91136,SAR,CNY,SAR,CNY
2025-07-13,07/13/2025,10.71183,SAR,TRY,SAR,TRY
2025-07-13,07/13/2025,1.70187,SAR,DKK,SAR,DKK
2025-07-13,07/13/2025,8.65085,SAR,thb,SAR,THB
2025-07-13,07/13/2025,0.44383,SAR,NZD,SAR,NZD
2025-07-13,07/13/2025,349.19281,SAR,IQD,SAR,IQD
2025-07-13,07/13/2025,0.82889,EUR,JOD,EUR,JOD
2025-07-13,07/13/2025,1.16904,EUR,USD,EUR,USD
2025-07-13,07/13/2025,4.38448,EUR,SAR,EUR,SAR
2025-07-13,07/13/2025,4.2933,EUR,AED,EUR,AED
2025-07-13,07/13/2025,0.86608,EUR,GBP,EUR,GBP
2025-07-13,07/13/2025,100.33329,EUR,INR,EUR,INR
2025-07-13,07/13/2025,57.85567,EUR,EGP,EUR,EGP
2025-07-13,07/13/2025,4.26083,EUR,QAR,EUR,QAR
2025-07-13,07/13/2025,0.93087,EUR,CHF,EUR,CHF
2025-07-13,07/13/2025,20.98055,EUR,ZAR,EUR,ZAR
2025-07-13,07/13/2025,46.96581,EUR,TRY,EUR,TRY
2025-07-13,07/13/2025,1531.02961,EUR,IQD,EUR,IQD
2025-07-13,07/13/2025,0.00682,JPY,USD,JPY,USD
2025-07-13,07/13/2025,0.02559,JPY,SAR,JPY,SAR
2025-07-13,07/13/2025,0.00584,JPY,EUR,JPY,EUR
2025-07-13,07/13/2025,0.02506,JPY,AED,JPY,AED
2025-07-13,07/13/2025,0.00506,JPY,GBP,JPY,GBP
2025-07-13,07/13/2025,0.33769,JPY,EGP,JPY,EGP
2025-07-13,07/13/2025,0.02487,JPY,QAR,JPY,QAR
2025-07-13,07/13/2025,0.19307,AED,JOD,AED,JOD
2025-07-13,07/13/2025,0.27229,AED,USD,AED,USD
2025-07-13,07/13/2025,1.02124,AED,SAR,AED,SAR
2025-07-13,07/13/2025,0.23292,AED,EUR,AED,EUR
2025-07-13,07/13/2025,39.90602,AED,JPY,AED,JPY
2025-07-13,07/13/2025,0.4137,AED,AUD,AED,AUD
2025-07-13,07/13/2025,0.20173,AED,GBP,AED,GBP
2025-07-13,07/13/2025,23.36975,AED,INR,AED,INR
2025-07-13,07/13/2025,13.47581,AED,EGP,AED,EGP
2025-07-13,07/13/2025,0.37297,AED,CAD,AED,CAD
2025-07-13,07/13/2025,0.99244,AED,QAR,AED,QAR
2025-07-13,07/13/2025,0.21682,AED,CHF,AED,CHF
2025-07-13,07/13/2025,2.60388,AED,SEK,AED,SEK
2025-07-13,07/13/2025,0.1047,AED,OMR,AED,OMR
2025-07-13,07/13/2025,0.08327,AED,KWD,AED,KWD
2025-07-13,07/13/2025,4.88682,AED,ZAR,AED,ZAR
2025-07-13,07/13/2025,1.95195,AED,CNY,AED,CNY
2025-07-13,07/13/2025,10.93933,AED,TRY,AED,TRY
