_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-16,07/16/2025,1.41051,JOD,USD,JOD,USD
2025-07-16,07/16/2025,5.29013,JOD,SAR,JOD,SAR
2025-07-16,07/16/2025,1.21582,JOD,EUR,JOD,EUR
2025-07-16,07/16/2025,209.95446,JOD,JPY,JOD,JPY
2025-07-16,07/16/2025,5.18009,JOD,AED,JOD,AED
2025-07-16,07/16/2025,1.05387,JOD,GBP,JOD,GBP
2025-07-16,07/16/2025,5.1351,JOD,QAR,JOD,QAR
2025-07-16,07/16/2025,1.13076,JOD,CHF,JOD,CHF
2025-07-16,07/16/2025,1847.7653,JOD,IQD,JOD,IQD
2025-07-16,07/16/2025,0.70896,USD,JOD,USD,JOD
2025-07-16,07/16/2025,3.75052,USD,SAR,USD,SAR
2025-07-16,07/16/2025,0.86198,USD,EUR,USD,EUR
2025-07-16,07/16/2025,3.6725,USD,AED,USD,AED
2025-07-16,07/16/2025,0.74716,USD,GBP,USD,GBP
2025-07-16,07/16/2025,85.99055,USD,INR,USD,INR
2025-07-16,07/16/2025,49.4132,USD,EGP,USD,EGP
2025-07-16,07/16/2025,3.6406,USD,QAR,USD,QAR
2025-07-16,07/16/2025,17.9128,USD,ZAR,USD,ZAR
2025-07-16,07/16/2025,40.25778,USD,TRY,USD,TRY
2025-07-16,07/16/2025,1310.0,USD,IQD,USD,IQD
2025-07-16,07/16/2025,0.18903,SAR,JOD,SAR,JOD
2025-07-16,07/16/2025,0.26663,SAR,USD,SAR,USD
2025-07-16,07/16/2025,0.22983,SAR,EUR,SAR,EUR
2025-07-16,07/16/2025,39.68793,SAR,JPY,SAR,JPY
2025-07-16,07/16/2025,0.9792,SAR,AED,SAR,AED
2025-07-16,07/16/2025,0.40933,SAR,AUD,SAR,AUD
2025-07-16,07/16/2025,0.19921,SAR,GBP,SAR,GBP
2025-07-16,07/16/2025,22.92765,SAR,INR,SAR,INR
2025-07-16,07/16/2025,13.17504,SAR,EGP,SAR,EGP
2025-07-16,07/16/2025,0.36581,SAR,CAD,SAR,CAD
2025-07-16,07/16/2025,0.97069,SAR,QAR,SAR,QAR
2025-07-16,07/16/2025,0.21375,SAR,CHF,SAR,CHF
2025-07-16,07/16/2025,2.59269,SAR,SEK,SAR,SEK
2025-07-16,07/16/2025,0.10252,SAR,OMR,SAR,OMR
2025-07-16,07/16/2025,0.08157,SAR,KWD,SAR,KWD
2025-07-16,07/16/2025,4.77609,SAR,ZAR,SAR,ZAR
2025-07-16,07/16/2025,1.91253,SAR,CNY,SAR,CNY
2025-07-16,07/16/2025,10.73393,SAR,TRY,SAR,TRY
2025-07-16,07/16/2025,1.71525,SAR,DKK,SAR,DKK
2025-07-16,07/16/2025,8.68416,SAR,thb,SAR,THB
2025-07-16,07/16/2025,0.44842,SAR,NZD,SAR,NZD
2025-07-16,07/16/2025,349.28516,SAR,IQD,SAR,IQD
2025-07-16,07/16/2025,0.82249,EUR,JOD,EUR,JOD
2025-07-16,07/16/2025,1.16013,EUR,USD,EUR,USD
2025-07-16,07/16/2025,4.35107,EUR,SAR,EUR,SAR
2025-07-16,07/16/2025,4.26056,EUR,AED,EUR,AED
2025-07-16,07/16/2025,0.86679,EUR,GBP,EUR,GBP
2025-07-16,07/16/2025,99.75991,EUR,INR,EUR,INR
2025-07-16,07/16/2025,57.32556,EUR,EGP,EUR,EGP
2025-07-16,07/16/2025,4.22356,EUR,QAR,EUR,QAR
2025-07-16,07/16/2025,0.93004,EUR,CHF,EUR,CHF
2025-07-16,07/16/2025,20.78111,EUR,ZAR,EUR,ZAR
2025-07-16,07/16/2025,46.70412,EUR,TRY,EUR,TRY
2025-07-16,07/16/2025,1519.76565,EUR,IQD,EUR,IQD
2025-07-16,07/16/2025,0.00672,JPY,USD,JPY,USD
2025-07-16,07/16/2025,0.0252,JPY,SAR,JPY,SAR
2025-07-16,07/16/2025,0.00579,JPY,EUR,JPY,EUR
