_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-08-16,08/16/2025,1.41036,JOD,USD
2025-08-16,08/16/2025,5.29202,JOD,SAR
2025-08-16,08/16/2025,1.2048,JOD,EUR
2025-08-16,08/16/2025,207.49906,JOD,JPY
2025-08-16,08/16/2025,5.18018,JOD,AED
2025-08-16,08/16/2025,2.16815,JOD,AUD
2025-08-16,08/16/2025,1.04039,JOD,GBP
2025-08-16,08/16/2025,123.42591,JOD,INR
2025-08-16,08/16/2025,68.07103,JOD,EGP
2025-08-16,08/16/2025,1.94905,JOD,CAD
2025-08-16,08/16/2025,59393.7302,JOD,IRR
2025-08-16,08/16/2025,24.80873,JOD,SZL
2025-08-16,08/16/2025,5.13456,JOD,QAR
2025-08-16,08/16/2025,1.13759,JOD,CHF
2025-08-16,08/16/2025,13.48134,JOD,SEK
2025-08-16,08/16/2025,0.54198,JOD,OMR
2025-08-16,08/16/2025,0.4308,JOD,KWD
2025-08-16,08/16/2025,24.8156,JOD,ZAR
2025-08-16,08/16/2025,10.12934,JOD,CNY
2025-08-16,08/16/2025,57.54776,JOD,TRY
2025-08-16,08/16/2025,8.99351,JOD,DKK
2025-08-16,08/16/2025,45.75255,JOD,thb
2025-08-16,08/16/2025,0.53141,JOD,BHD
2025-08-16,08/16/2025,2.38035,JOD,NZD
2025-08-16,08/16/2025,125798.31368,JOD,LBP
2025-08-16,08/16/2025,1847.56971,JOD,IQD
2025-08-16,08/16/2025,0.70904,USD,JOD
2025-08-16,08/16/2025,3.75225,USD,SAR
2025-08-16,08/16/2025,0.85425,USD,EUR
2025-08-16,08/16/2025,147.12504,USD,JPY
2025-08-16,08/16/2025,3.67295,USD,AED
2025-08-16,08/16/2025,1.5373,USD,AUD
2025-08-16,08/16/2025,0.73768,USD,GBP
2025-08-16,08/16/2025,87.51385,USD,INR
2025-08-16,08/16/2025,48.26505,USD,EGP
2025-08-16,08/16/2025,1.38195,USD,CAD
2025-08-16,08/16/2025,42112.50382,USD,IRR
2025-08-16,08/16/2025,17.59037,USD,SZL
2025-08-16,08/16/2025,3.6406,USD,QAR
2025-08-16,08/16/2025,0.80659,USD,CHF
2025-08-16,08/16/2025,9.5588,USD,SEK
2025-08-16,08/16/2025,0.38428,USD,OMR
2025-08-16,08/16/2025,0.30545,USD,KWD
2025-08-16,08/16/2025,17.59525,USD,ZAR
2025-08-16,08/16/2025,7.1821,USD,CNY
2025-08-16,08/16/2025,40.80364,USD,TRY
2025-08-16,08/16/2025,6.37675,USD,DKK
2025-08-16,08/16/2025,32.44037,USD,thb
2025-08-16,08/16/2025,0.37679,USD,BHD
2025-08-16,08/16/2025,1.68776,USD,NZD
2025-08-16,08/16/2025,89195.9799,USD,LBP
2025-08-16,08/16/2025,1310.0,USD,IQD
2025-08-16,08/16/2025,0.18896,SAR,JOD
2025-08-16,08/16/2025,0.26651,SAR,USD
2025-08-16,08/16/2025,0.22766,SAR,EUR
2025-08-16,08/16/2025,39.20979,SAR,JPY
2025-08-16,08/16/2025,0.97887,SAR,AED
2025-08-16,08/16/2025,0.4097,SAR,AUD
2025-08-16,08/16/2025,0.1966,SAR,GBP
2025-08-16,08/16/2025,23.32301,SAR,INR
2025-08-16,08/16/2025,12.86295,SAR,EGP
2025-08-16,08/16/2025,0.3683,SAR,CAD
2025-08-16,08/16/2025,11223.25807,SAR,IRR
2025-08-16,08/16/2025,4.68795,SAR,SZL
2025-08-16,08/16/2025,0.97025,SAR,QAR
2025-08-16,08/16/2025,0.21496,SAR,CHF
2025-08-16,08/16/2025,2.54748,SAR,SEK
2025-08-16,08/16/2025,0.10241,SAR,OMR
2025-08-16,08/16/2025,0.08141,SAR,KWD
2025-08-16,08/16/2025,4.68925,SAR,ZAR
2025-08-16,08/16/2025,1.91408,SAR,CNY
2025-08-16,08/16/2025,10.87444,SAR,TRY
2025-08-16,08/16/2025,1.69945,SAR,DKK
2025-08-16,08/16/2025,8.64557,SAR,thb
2025-08-16,08/16/2025,0.10042,SAR,BHD
2025-08-16,08/16/2025,0.4498,SAR,NZD
2025-08-16,08/16/2025,23771.31281,SAR,LBP
2025-08-16,08/16/2025,349.12358,SAR,IQD
2025-08-16,08/16/2025,0.83001,EUR,JOD
2025-08-16,08/16/2025,1.17062,EUR,USD
2025-08-16,08/16/2025,4.39245,EUR,SAR
2025-08-16,08/16/2025,172.22706,EUR,JPY
2025-08-16,08/16/2025,4.29962,EUR,AED
2025-08-16,08/16/2025,1.79959,EUR,AUD
2025-08-16,08/16/2025,0.86354,EUR,GBP
2025-08-16,08/16/2025,102.4452,EUR,INR
2025-08-16,08/16/2025,56.49988,EUR,EGP
2025-08-16,08/16/2025,1.61774,EUR,CAD
2025-08-16,08/16/2025,49297.60984,EUR,IRR
2025-08-16,08/16/2025,20.59158,EUR,SZL
2025-08-16,08/16/2025,4.26175,EUR,QAR
2025-08-16,08/16/2025,0.94421,EUR,CHF
2025-08-16,08/16/2025,11.1897,EUR,SEK
2025-08-16,08/16/2025,0.44985,EUR,OMR
2025-08-16,08/16/2025,0.35757,EUR,KWD
2025-08-16,08/16/2025,20.59729,EUR,ZAR
2025-08-16,08/16/2025,8.40749,EUR,CNY
2025-08-16,08/16/2025,47.76543,EUR,TRY
2025-08-16,08/16/2025,7.46473,EUR,DKK
2025-08-16,08/16/2025,37.97525,EUR,thb
2025-08-16,08/16/2025,0.44108,EUR,BHD
2025-08-16,08/16/2025,1.97573,EUR,NZD
2025-08-16,08/16/2025,104414.32397,EUR,LBP
2025-08-16,08/16/2025,1533.50818,EUR,IQD
2025-08-16,08/16/2025,0.00482,JPY,JOD
2025-08-16,08/16/2025,0.0068,JPY,USD
2025-08-16,08/16/2025,0.0255,JPY,SAR
2025-08-16,08/16/2025,0.00581,JPY,EUR
2025-08-16,08/16/2025,0.02497,JPY,AED
2025-08-16,08/16/2025,0.01045,JPY,AUD
2025-08-16,08/16/2025,0.00501,JPY,GBP
2025-08-16,08/16/2025,0.59483,JPY,INR
2025-08-16,08/16/2025,0.32806,JPY,EGP
2025-08-16,08/16/2025,0.00939,JPY,CAD
2025-08-16,08/16/2025,286.23614,JPY,IRR
2025-08-16,08/16/2025,0.11956,JPY,SZL
2025-08-16,08/16/2025,0.02475,JPY,QAR
2025-08-16,08/16/2025,0.00548,JPY,CHF
2025-08-16,08/16/2025,0.06497,JPY,SEK
2025-08-16,08/16/2025,0.00261,JPY,OMR
2025-08-16,08/16/2025,0.00208,JPY,KWD
