_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-27,07/27/2025,1.41036,JOD,USD,JOD,USD
2025-07-27,07/27/2025,5.29196,JOD,SAR,JOD,SAR
2025-07-27,07/27/2025,1.20064,JOD,EUR,JOD,EUR
2025-07-27,07/27/2025,208.24796,JOD,JPY,JOD,JPY
2025-07-27,07/27/2025,5.17955,JOD,AED,JOD,AED
2025-07-27,07/27/2025,1.04143,JOD,GBP,JOD,GBP
2025-07-27,07/27/2025,5.1322,JOD,QAR,JOD,QAR
2025-07-27,07/27/2025,1.11287,JOD,CHF,JOD,CHF
2025-07-27,07/27/2025,1844.3843,JOD,IQD,JOD,IQD
2025-07-27,07/27/2025,0.70904,USD,JOD,USD,JOD
2025-07-27,07/27/2025,3.75221,USD,SAR,USD,SAR
2025-07-27,07/27/2025,0.8513,USD,EUR,USD,EUR
2025-07-27,07/27/2025,3.6725,USD,AED,USD,AED
2025-07-27,07/27/2025,0.73842,USD,GBP,USD,GBP
2025-07-27,07/27/2025,86.5025,USD,INR,USD,INR
2025-07-27,07/27/2025,49.10669,USD,EGP,USD,EGP
2025-07-27,07/27/2025,3.63893,USD,QAR,USD,QAR
2025-07-27,07/27/2025,17.7809,USD,ZAR,USD,ZAR
2025-07-27,07/27/2025,40.57334,USD,TRY,USD,TRY
2025-07-27,07/27/2025,1307.74141,USD,IQD,USD,IQD
2025-07-27,07/27/2025,0.18897,SAR,JOD,SAR,JOD
2025-07-27,07/27/2025,0.26651,SAR,USD,SAR,USD
2025-07-27,07/27/2025,0.22688,SAR,EUR,SAR,EUR
2025-07-27,07/27/2025,39.35179,SAR,JPY,SAR,JPY
2025-07-27,07/27/2025,0.97876,SAR,AED,SAR,AED
2025-07-27,07/27/2025,0.40023,SAR,AUD,SAR,AUD
2025-07-27,07/27/2025,0.1968,SAR,GBP,SAR,GBP
2025-07-27,07/27/2025,23.05377,SAR,INR,SAR,INR
2025-07-27,07/27/2025,13.08742,SAR,EGP,SAR,EGP
2025-07-27,07/27/2025,0.36497,SAR,CAD,SAR,CAD
2025-07-27,07/27/2025,0.96981,SAR,QAR,SAR,QAR
2025-07-27,07/27/2025,0.2103,SAR,CHF,SAR,CHF
2025-07-27,07/27/2025,2.53703,SAR,SEK,SAR,SEK
2025-07-27,07/27/2025,0.10251,SAR,OMR,SAR,OMR
2025-07-27,07/27/2025,0.08137,SAR,KWD,SAR,KWD
2025-07-27,07/27/2025,4.73879,SAR,ZAR,SAR,ZAR
2025-07-27,07/27/2025,1.90662,SAR,CNY,SAR,CNY
2025-07-27,07/27/2025,10.81319,SAR,TRY,SAR,TRY
2025-07-27,07/27/2025,1.69333,SAR,DKK,SAR,DKK
2025-07-27,07/27/2025,8.62702,SAR,thb,SAR,THB
2025-07-27,07/27/2025,0.44288,SAR,NZD,SAR,NZD
2025-07-27,07/27/2025,348.52595,SAR,IQD,SAR,IQD
2025-07-27,07/27/2025,0.83289,EUR,JOD,EUR,JOD
2025-07-27,07/27/2025,1.17467,EUR,USD,EUR,USD
2025-07-27,07/27/2025,4.4076,EUR,SAR,EUR,SAR
2025-07-27,07/27/2025,4.31398,EUR,AED,EUR,AED
2025-07-27,07/27/2025,0.86739,EUR,GBP,EUR,GBP
2025-07-27,07/27/2025,101.61176,EUR,INR,EUR,INR
2025-07-27,07/27/2025,57.68408,EUR,EGP,EUR,EGP
2025-07-27,07/27/2025,4.27454,EUR,QAR,EUR,QAR
2025-07-27,07/27/2025,0.9269,EUR,CHF,EUR,CHF
2025-07-27,07/27/2025,20.88667,EUR,ZAR,EUR,ZAR
2025-07-27,07/27/2025,47.66021,EUR,TRY,EUR,TRY
2025-07-27,07/27/2025,1536.16247,EUR,IQD,EUR,IQD
2025-07-27,07/27/2025,0.00677,JPY,USD,JPY,USD
2025-07-27,07/27/2025,0.02541,JPY,SAR,JPY,SAR
2025-07-27,07/27/2025,0.00577,JPY,EUR,JPY,EUR
2025-07-27,07/27/2025,0.02487,JPY,AED,JPY,AED
2025-07-27,07/27/2025,0.005,JPY,GBP,JPY,GBP
2025-07-27,07/27/2025,0.33258,JPY,EGP,JPY,EGP
2025-07-27,07/27/2025,0.02465,JPY,QAR,JPY,QAR
2025-07-27,07/27/2025,0.19307,AED,JOD,AED,JOD
2025-07-27,07/27/2025,0.27229,AED,USD,AED,USD
2025-07-27,07/27/2025,1.0217,AED,SAR,AED,SAR
2025-07-27,07/27/2025,0.23181,AED,EUR,AED,EUR
2025-07-27,07/27/2025,40.20582,AED,JPY,AED,JPY
2025-07-27,07/27/2025,0.40891,AED,AUD,AED,AUD
2025-07-27,07/27/2025,0.20107,AED,GBP,AED,GBP
2025-07-27,07/27/2025,23.55409,AED,INR,AED,INR
2025-07-27,07/27/2025,13.37145,AED,EGP,AED,EGP
2025-07-27,07/27/2025,0.37289,AED,CAD,AED,CAD
2025-07-27,07/27/2025,0.99086,AED,QAR,AED,QAR
2025-07-27,07/27/2025,0.21486,AED,CHF,AED,CHF
2025-07-27,07/27/2025,2.59209,AED,SEK,AED,SEK
2025-07-27,07/27/2025,0.10473,AED,OMR,AED,OMR
2025-07-27,07/27/2025,0.08314,AED,KWD,AED,KWD
2025-07-27,07/27/2025,4.84163,AED,ZAR,AED,ZAR
2025-07-27,07/27/2025,1.948,AED,CNY,AED,CNY
2025-07-27,07/27/2025,11.04787,AED,TRY,AED,TRY
2025-07-27,07/27/2025,1.73007,AED,DKK,AED,DKK
2025-07-27,07/27/2025,8.81425,AED,thb,AED,THB
2025-07-27,07/27/2025,0.45249,AED,NZD,AED,NZD
2025-07-27,07/27/2025,356.08983,AED,IQD,AED,IQD
2025-07-27,07/27/2025,0.6659,AUD,USD,AUD,USD
2025-07-27,07/27/2025,2.49859,AUD,SAR,AUD,SAR
2025-07-27,07/27/2025,0.56688,AUD,EUR,AUD,EUR
2025-07-27,07/27/2025,2.44552,AUD,AED,AUD,AED
2025-07-27,07/27/2025,0.49171,AUD,GBP,AUD,GBP
2025-07-27,07/27/2025,2.42317,AUD,QAR,AUD,QAR
2025-07-27,07/27/2025,0.96022,GBP,JOD,GBP,JOD
2025-07-27,07/27/2025,1.35425,GBP,USD,GBP,USD
2025-07-27,07/27/2025,5.08143,GBP,SAR,GBP,SAR
2025-07-27,07/27/2025,1.15288,GBP,EUR,GBP,EUR
2025-07-27,07/27/2025,4.97349,GBP,AED,GBP,AED
2025-07-27,07/27/2025,117.14602,GBP,INR,GBP,INR
