_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-08-23,08/23/2025,1.41047,JOD,USD,JOD,USD
2025-08-23,08/23/2025,5.29309,JOD,SAR,JOD,SAR
2025-08-23,08/23/2025,1.21491,JOD,EUR,JOD,EUR
2025-08-23,08/23/2025,209.20984,JOD,JPY,JOD,JPY
2025-08-23,08/23/2025,5.17994,JOD,AED,JOD,AED
2025-08-23,08/23/2025,1.0511,JOD,GBP,JOD,GBP
2025-08-23,08/23/2025,5.13516,JOD,QAR,JOD,QAR
2025-08-23,08/23/2025,1.14093,JOD,CHF,JOD,CHF
2025-08-23,08/23/2025,1847.71363,JOD,IQD,JOD,IQD
2025-08-23,08/23/2025,0.70898,USD,JOD,USD,JOD
2025-08-23,08/23/2025,3.75272,USD,SAR,USD,SAR
2025-08-23,08/23/2025,0.86135,USD,EUR,USD,EUR
2025-08-23,08/23/2025,3.6725,USD,AED,USD,AED
2025-08-23,08/23/2025,0.74521,USD,GBP,USD,GBP
2025-08-23,08/23/2025,87.26198,USD,INR,USD,INR
2025-08-23,08/23/2025,48.49251,USD,EGP,USD,EGP
2025-08-23,08/23/2025,3.64075,USD,QAR,USD,QAR
2025-08-23,08/23/2025,17.73362,USD,ZAR,USD,ZAR
2025-08-23,08/23/2025,40.9364,USD,TRY,USD,TRY
2025-08-23,08/23/2025,1310.0,USD,IQD,USD,IQD
2025-08-23,08/23/2025,0.18893,SAR,JOD,SAR,JOD
2025-08-23,08/23/2025,0.26647,SAR,USD,SAR,USD
2025-08-23,08/23/2025,0.22953,SAR,EUR,SAR,EUR
2025-08-23,08/23/2025,39.52509,SAR,JPY,SAR,JPY
2025-08-23,08/23/2025,0.97862,SAR,AED,SAR,AED
2025-08-23,08/23/2025,0.41464,SAR,AUD,SAR,AUD
2025-08-23,08/23/2025,0.19858,SAR,GBP,SAR,GBP
2025-08-23,08/23/2025,23.25301,SAR,INR,SAR,INR
2025-08-23,08/23/2025,12.92197,SAR,EGP,SAR,EGP
2025-08-23,08/23/2025,0.37035,SAR,CAD,SAR,CAD
2025-08-23,08/23/2025,0.97016,SAR,QAR,SAR,QAR
2025-08-23,08/23/2025,0.21555,SAR,CHF,SAR,CHF
2025-08-23,08/23/2025,2.56365,SAR,SEK,SAR,SEK
2025-08-23,08/23/2025,0.10246,SAR,OMR,SAR,OMR
2025-08-23,08/23/2025,0.08151,SAR,KWD,SAR,KWD
2025-08-23,08/23/2025,4.72554,SAR,ZAR,SAR,ZAR
2025-08-23,08/23/2025,1.91339,SAR,CNY,SAR,CNY
2025-08-23,08/23/2025,10.90847,SAR,TRY,SAR,TRY
2025-08-23,08/23/2025,1.71341,SAR,DKK,SAR,DKK
2025-08-23,08/23/2025,8.70409,SAR,thb,SAR,THB
2025-08-23,08/23/2025,0.45774,SAR,NZD,SAR,NZD
2025-08-23,08/23/2025,349.08034,SAR,IQD,SAR,IQD
2025-08-23,08/23/2025,0.82311,EUR,JOD,EUR,JOD
2025-08-23,08/23/2025,1.16097,EUR,USD,EUR,USD
2025-08-23,08/23/2025,4.35678,EUR,SAR,EUR,SAR
2025-08-23,08/23/2025,4.26365,EUR,AED,EUR,AED
2025-08-23,08/23/2025,0.86516,EUR,GBP,EUR,GBP
2025-08-23,08/23/2025,101.30833,EUR,INR,EUR,INR
2025-08-23,08/23/2025,56.29823,EUR,EGP,EUR,EGP
2025-08-23,08/23/2025,4.22679,EUR,QAR,EUR,QAR
2025-08-23,08/23/2025,0.93911,EUR,CHF,EUR,CHF
2025-08-23,08/23/2025,20.58816,EUR,ZAR,EUR,ZAR
2025-08-23,08/23/2025,47.52584,EUR,TRY,EUR,TRY
2025-08-23,08/23/2025,1520.86764,EUR,IQD,EUR,IQD
2025-08-23,08/23/2025,0.00674,JPY,USD,JPY,USD
2025-08-23,08/23/2025,0.0253,JPY,SAR,JPY,SAR
2025-08-23,08/23/2025,0.00581,JPY,EUR,JPY,EUR
2025-08-23,08/23/2025,0.02476,JPY,AED,JPY,AED
2025-08-23,08/23/2025,0.00502,JPY,GBP,JPY,GBP
2025-08-23,08/23/2025,0.32693,JPY,EGP,JPY,EGP
2025-08-23,08/23/2025,0.02455,JPY,QAR,JPY,QAR
2025-08-23,08/23/2025,0.19305,AED,JOD,AED,JOD
2025-08-23,08/23/2025,0.27229,AED,USD,AED,USD
2025-08-23,08/23/2025,1.02184,AED,SAR,AED,SAR
2025-08-23,08/23/2025,0.23454,AED,EUR,AED,EUR
2025-08-23,08/23/2025,40.38847,AED,JPY,AED,JPY
2025-08-23,08/23/2025,0.4237,AED,AUD,AED,AUD
2025-08-23,08/23/2025,0.20292,AED,GBP,AED,GBP
2025-08-23,08/23/2025,23.76094,AED,INR,AED,INR
2025-08-23,08/23/2025,13.20424,AED,EGP,AED,EGP
2025-08-23,08/23/2025,0.37844,AED,CAD,AED,CAD
2025-08-23,08/23/2025,0.99136,AED,QAR,AED,QAR
2025-08-23,08/23/2025,0.22026,AED,CHF,AED,CHF
2025-08-23,08/23/2025,2.61964,AED,SEK,AED,SEK
2025-08-23,08/23/2025,0.1047,AED,OMR,AED,OMR
2025-08-23,08/23/2025,0.08329,AED,KWD,AED,KWD
2025-08-23,08/23/2025,4.82876,AED,ZAR,AED,ZAR
2025-08-23,08/23/2025,1.95518,AED,CNY,AED,CNY
2025-08-23,08/23/2025,11.14675,AED,TRY,AED,TRY
2025-08-23,08/23/2025,1.75084,AED,DKK,AED,DKK
2025-08-23,08/23/2025,8.89422,AED,thb,AED,THB
2025-08-23,08/23/2025,0.46773,AED,NZD,AED,NZD
2025-08-23,08/23/2025,356.70558,AED,IQD,AED,IQD
2025-08-23,08/23/2025,0.64266,AUD,USD,AUD,USD
2025-08-23,08/23/2025,2.41172,AUD,SAR,AUD,SAR
2025-08-23,08/23/2025,0.55356,AUD,EUR,AUD,EUR
2025-08-23,08/23/2025,2.36017,AUD,AED,AUD,AED
2025-08-23,08/23/2025,0.47892,AUD,GBP,AUD,GBP
2025-08-23,08/23/2025,2.33976,AUD,QAR,AUD,QAR
2025-08-23,08/23/2025,0.95139,GBP,JOD,GBP,JOD
2025-08-23,08/23/2025,1.3419,GBP,USD,GBP,USD
2025-08-23,08/23/2025,5.03579,GBP,SAR,GBP,SAR
2025-08-23,08/23/2025,1.15585,GBP,EUR,GBP,EUR
2025-08-23,08/23/2025,4.92814,GBP,AED,GBP,AED
2025-08-23,08/23/2025,117.09722,GBP,INR,GBP,INR
2025-08-23,08/23/2025,65.0723,GBP,EGP,GBP,EGP
2025-08-23,08/23/2025,4.88554,GBP,QAR,GBP,QAR
2025-08-23,08/23/2025,54.93273,GBP,TRY,GBP,TRY
2025-08-23,08/23/2025,0.01146,INR,USD,INR,USD
2025-08-23,08/23/2025,0.04301,INR,SAR,INR,SAR
2025-08-23,08/23/2025,0.00987,INR,EUR,INR,EUR
2025-08-23,08/23/2025,0.04209,INR,AED,INR,AED
2025-08-23,08/23/2025,0.00854,INR,GBP,INR,GBP
2025-08-23,08/23/2025,0.55571,INR,EGP,INR,EGP
2025-08-23,08/23/2025,0.04172,INR,QAR,INR,QAR
2025-08-23,08/23/2025,0.02062,EGP,USD,EGP,USD
2025-08-23,08/23/2025,0.07739,EGP,SAR,EGP,SAR
2025-08-23,08/23/2025,0.01776,EGP,EUR,EGP,EUR
2025-08-23,08/23/2025,0.07573,EGP,AED,EGP,AED
