_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-22,07/22/2025,1.41041,JOD,USD,JOD,USD
2025-07-22,07/22/2025,5.29102,JOD,SAR,JOD,SAR
2025-07-22,07/22/2025,1.20623,JOD,EUR,JOD,EUR
2025-07-22,07/22/2025,207.72844,JOD,JPY,JOD,JPY
2025-07-22,07/22/2025,5.18047,JOD,AED,JOD,AED
2025-07-22,07/22/2025,1.04535,JOD,GBP,JOD,GBP
2025-07-22,07/22/2025,5.13473,JOD,QAR,JOD,QAR
2025-07-22,07/22/2025,1.12544,JOD,CHF,JOD,CHF
2025-07-22,07/22/2025,1847.63471,JOD,IQD,JOD,IQD
2025-07-22,07/22/2025,0.70902,USD,JOD,USD,JOD
2025-07-22,07/22/2025,3.75141,USD,SAR,USD,SAR
2025-07-22,07/22/2025,0.85524,USD,EUR,USD,EUR
2025-07-22,07/22/2025,3.67303,USD,AED,USD,AED
2025-07-22,07/22/2025,0.74117,USD,GBP,USD,GBP
2025-07-22,07/22/2025,86.27595,USD,INR,USD,INR
2025-07-22,07/22/2025,49.2339,USD,EGP,USD,EGP
2025-07-22,07/22/2025,3.6406,USD,QAR,USD,QAR
2025-07-22,07/22/2025,17.61985,USD,ZAR,USD,ZAR
2025-07-22,07/22/2025,40.40917,USD,TRY,USD,TRY
2025-07-22,07/22/2025,1310.0,USD,IQD,USD,IQD
2025-07-22,07/22/2025,0.189,SAR,JOD,SAR,JOD
2025-07-22,07/22/2025,0.26657,SAR,USD,SAR,USD
2025-07-22,07/22/2025,0.22798,SAR,EUR,SAR,EUR
2025-07-22,07/22/2025,39.26054,SAR,JPY,SAR,JPY
2025-07-22,07/22/2025,0.97911,SAR,AED,SAR,AED
2025-07-22,07/22/2025,0.40872,SAR,AUD,SAR,AUD
2025-07-22,07/22/2025,0.19757,SAR,GBP,SAR,GBP
2025-07-22,07/22/2025,22.99826,SAR,INR,SAR,INR
2025-07-22,07/22/2025,13.1241,SAR,EGP,SAR,EGP
2025-07-22,07/22/2025,0.3647,SAR,CAD,SAR,CAD
2025-07-22,07/22/2025,0.97046,SAR,QAR,SAR,QAR
2025-07-22,07/22/2025,0.21271,SAR,CHF,SAR,CHF
2025-07-22,07/22/2025,2.55439,SAR,SEK,SAR,SEK
2025-07-22,07/22/2025,0.10248,SAR,OMR,SAR,OMR
2025-07-22,07/22/2025,0.08138,SAR,KWD,SAR,KWD
2025-07-22,07/22/2025,4.69686,SAR,ZAR,SAR,ZAR
2025-07-22,07/22/2025,1.91288,SAR,CNY,SAR,CNY
2025-07-22,07/22/2025,10.77172,SAR,TRY,SAR,TRY
2025-07-22,07/22/2025,1.70183,SAR,DKK,SAR,DKK
2025-07-22,07/22/2025,8.58882,SAR,thb,SAR,THB
2025-07-22,07/22/2025,0.44679,SAR,NZD,SAR,NZD
2025-07-22,07/22/2025,349.20177,SAR,IQD,SAR,IQD
2025-07-22,07/22/2025,0.82903,EUR,JOD,EUR,JOD
2025-07-22,07/22/2025,1.16927,EUR,USD,EUR,USD
2025-07-22,07/22/2025,4.38641,EUR,SAR,EUR,SAR
2025-07-22,07/22/2025,4.29476,EUR,AED,EUR,AED
2025-07-22,07/22/2025,0.86663,EUR,GBP,EUR,GBP
