_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-31,07/31/2025,1.41042,JOD,USD,JOD,USD
2025-07-31,07/31/2025,5.29036,JOD,SAR,JOD,SAR
2025-07-31,07/31/2025,1.23609,JOD,EUR,JOD,EUR
2025-07-31,07/31/2025,210.80076,JOD,JPY,JOD,JPY
2025-07-31,07/31/2025,5.18043,JOD,AED,JOD,AED
2025-07-31,07/31/2025,1.06575,JOD,GBP,JOD,GBP
2025-07-31,07/31/2025,5.13497,JOD,QAR,JOD,QAR
2025-07-31,07/31/2025,1.14861,JOD,CHF,JOD,CHF
2025-07-31,07/31/2025,1847.64324,JOD,IQD,JOD,IQD
2025-07-31,07/31/2025,0.70901,USD,JOD,USD,JOD
2025-07-31,07/31/2025,3.75093,USD,SAR,USD,SAR
2025-07-31,07/31/2025,0.8764,USD,EUR,USD,EUR
2025-07-31,07/31/2025,3.67298,USD,AED,USD,AED
2025-07-31,07/31/2025,0.75563,USD,GBP,USD,GBP
2025-07-31,07/31/2025,87.6706,USD,INR,USD,INR
2025-07-31,07/31/2025,48.7293,USD,EGP,USD,EGP
2025-07-31,07/31/2025,3.64075,USD,QAR,USD,QAR
2025-07-31,07/31/2025,17.99286,USD,ZAR,USD,ZAR
2025-07-31,07/31/2025,40.5918,USD,TRY,USD,TRY
2025-07-31,07/31/2025,1310.0,USD,IQD,USD,IQD
2025-07-31,07/31/2025,0.18902,SAR,JOD,SAR,JOD
2025-07-31,07/31/2025,0.2666,SAR,USD,SAR,USD
2025-07-31,07/31/2025,0.23365,SAR,EUR,SAR,EUR
2025-07-31,07/31/2025,39.84619,SAR,JPY,SAR,JPY
2025-07-31,07/31/2025,0.97922,SAR,AED,SAR,AED
2025-07-31,07/31/2025,0.41429,SAR,AUD,SAR,AUD
2025-07-31,07/31/2025,0.20145,SAR,GBP,SAR,GBP
2025-07-31,07/31/2025,23.37305,SAR,INR,SAR,INR
2025-07-31,07/31/2025,12.99127,SAR,EGP,SAR,EGP
2025-07-31,07/31/2025,0.36878,SAR,CAD,SAR,CAD
2025-07-31,07/31/2025,0.97063,SAR,QAR,SAR,QAR
2025-07-31,07/31/2025,0.21711,SAR,CHF,SAR,CHF
2025-07-31,07/31/2025,2.61178,SAR,SEK,SAR,SEK
2025-07-31,07/31/2025,0.1025,SAR,OMR,SAR,OMR
2025-07-31,07/31/2025,0.08158,SAR,KWD,SAR,KWD
2025-07-31,07/31/2025,4.79691,SAR,ZAR,SAR,ZAR
2025-07-31,07/31/2025,1.91337,SAR,CNY,SAR,CNY
2025-07-31,07/31/2025,10.82181,SAR,TRY,SAR,TRY
2025-07-31,07/31/2025,1.74388,SAR,DKK,SAR,DKK
2025-07-31,07/31/2025,8.72054,SAR,thb,SAR,THB
2025-07-31,07/31/2025,0.45226,SAR,NZD,SAR,NZD
2025-07-31,07/31/2025,349.24707,SAR,IQD,SAR,IQD
2025-07-31,07/31/2025,0.809,EUR,JOD,EUR,JOD
2025-07-31,07/31/2025,1.14103,EUR,USD,EUR,USD
2025-07-31,07/31/2025,4.27991,EUR,SAR,EUR,SAR
2025-07-31,07/31/2025,4.19098,EUR,AED,EUR,AED
2025-07-31,07/31/2025,0.86219,EUR,GBP,EUR,GBP
2025-07-31,07/31/2025,100.03462,EUR,INR,EUR,INR
2025-07-31,07/31/2025,55.6015,EUR,EGP,EUR,EGP
2025-07-31,07/31/2025,4.1542,EUR,QAR,EUR,QAR
2025-07-31,07/31/2025,0.92923,EUR,CHF,EUR,CHF
2025-07-31,07/31/2025,20.53035,EUR,ZAR,EUR,ZAR
2025-07-31,07/31/2025,46.31638,EUR,TRY,EUR,TRY
2025-07-31,07/31/2025,1494.74681,EUR,IQD,EUR,IQD
2025-07-31,07/31/2025,0.00669,JPY,USD,JPY,USD
2025-07-31,07/31/2025,0.0251,JPY,SAR,JPY,SAR
2025-07-31,07/31/2025,0.00586,JPY,EUR,JPY,EUR
2025-07-31,07/31/2025,0.02458,JPY,AED,JPY,AED
2025-07-31,07/31/2025,0.00506,JPY,GBP,JPY,GBP
2025-07-31,07/31/2025,0.32604,JPY,EGP,JPY,EGP
2025-07-31,07/31/2025,0.02436,JPY,QAR,JPY,QAR
2025-07-31,07/31/2025,0.19303,AED,JOD,AED,JOD
2025-07-31,07/31/2025,0.27226,AED,USD,AED,USD
2025-07-31,07/31/2025,1.02122,AED,SAR,AED,SAR
2025-07-31,07/31/2025,0.23861,AED,EUR,AED,EUR
2025-07-31,07/31/2025,40.69175,AED,JPY,AED,JPY
2025-07-31,07/31/2025,0.42308,AED,AUD,AED,AUD
2025-07-31,07/31/2025,0.20573,AED,GBP,AED,GBP
2025-07-31,07/31/2025,23.86905,AED,INR,AED,INR
2025-07-31,07/31/2025,13.26696,AED,EGP,AED,EGP
2025-07-31,07/31/2025,0.3766,AED,CAD,AED,CAD
2025-07-31,07/31/2025,0.99122,AED,QAR,AED,QAR
2025-07-31,07/31/2025,0.22172,AED,CHF,AED,CHF
2025-07-31,07/31/2025,2.66721,AED,SEK,AED,SEK
2025-07-31,07/31/2025,0.10468,AED,OMR,AED,OMR
2025-07-31,07/31/2025,0.08331,AED,KWD,AED,KWD
2025-07-31,07/31/2025,4.8987,AED,ZAR,AED,ZAR
2025-07-31,07/31/2025,1.95397,AED,CNY,AED,CNY
2025-07-31,07/31/2025,11.05145,AED,TRY,AED,TRY
2025-07-31,07/31/2025,1.78089,AED,DKK,AED,DKK
2025-07-31,07/31/2025,8.9056,AED,thb,AED,THB
2025-07-31,07/31/2025,0.46186,AED,NZD,AED,NZD
2025-07-31,07/31/2025,356.65832,AED,IQD,AED,IQD
2025-07-31,07/31/2025,0.64352,AUD,USD,AUD,USD
2025-07-31,07/31/2025,2.41379,AUD,SAR,AUD,SAR
2025-07-31,07/31/2025,0.56398,AUD,EUR,AUD,EUR
2025-07-31,07/31/2025,2.36364,AUD,AED,AUD,AED
