_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-07-14,07/14/2025,1.41045,JOD,USD
2025-07-14,07/14/2025,5.28987,JOD,SAR
2025-07-14,07/14/2025,1.2083,JOD,EUR
2025-07-14,07/14/2025,207.60487,JOD,JPY
2025-07-14,07/14/2025,5.18062,JOD,AED
2025-07-14,07/14/2025,2.14684,JOD,AUD
2025-07-14,07/14/2025,1.04575,JOD,GBP
2025-07-14,07/14/2025,121.05218,JOD,INR
2025-07-14,07/14/2025,69.93716,JOD,EGP
2025-07-14,07/14/2025,1.93148,JOD,CAD
2025-07-14,07/14/2025,59397.38807,JOD,IRR
2025-07-14,07/14/2025,25.15297,JOD,SZL
2025-07-14,07/14/2025,5.1407,JOD,QAR
2025-07-14,07/14/2025,1.1236,JOD,CHF
2025-07-14,07/14/2025,13.50213,JOD,SEK
2025-07-14,07/14/2025,0.54231,JOD,OMR
2025-07-14,07/14/2025,0.4313,JOD,KWD
2025-07-14,07/14/2025,25.30487,JOD,ZAR
2025-07-14,07/14/2025,10.11085,JOD,CNY
2025-07-14,07/14/2025,56.69815,JOD,TRY
2025-07-14,07/14/2025,9.016,JOD,DKK
2025-07-14,07/14/2025,45.78659,JOD,thb
2025-07-14,07/14/2025,0.53159,JOD,BHD
2025-07-14,07/14/2025,2.34979,JOD,NZD
2025-07-14,07/14/2025,126344.81812,JOD,LBP
2025-07-14,07/14/2025,1847.18843,JOD,IQD
2025-07-14,07/14/2025,0.709,USD,JOD
2025-07-14,07/14/2025,3.7505,USD,SAR
2025-07-14,07/14/2025,0.85668,USD,EUR
2025-07-14,07/14/2025,147.191,USD,JPY
2025-07-14,07/14/2025,3.67304,USD,AED
2025-07-14,07/14/2025,1.5221,USD,AUD
2025-07-14,07/14/2025,0.74144,USD,GBP
2025-07-14,07/14/2025,85.8255,USD,INR
2025-07-14,07/14/2025,49.58516,USD,EGP
2025-07-14,07/14/2025,1.36941,USD,CAD
2025-07-14,07/14/2025,42112.50429,USD,IRR
2025-07-14,07/14/2025,17.83336,USD,SZL
2025-07-14,07/14/2025,3.64474,USD,QAR
2025-07-14,07/14/2025,0.79663,USD,CHF
2025-07-14,07/14/2025,9.57296,USD,SEK
2025-07-14,07/14/2025,0.3845,USD,OMR
2025-07-14,07/14/2025,0.30579,USD,KWD
2025-07-14,07/14/2025,17.94105,USD,ZAR
2025-07-14,07/14/2025,7.16855,USD,CNY
2025-07-14,07/14/2025,40.19876,USD,TRY
2025-07-14,07/14/2025,6.39231,USD,DKK
2025-07-14,07/14/2025,32.4625,USD,thb
2025-07-14,07/14/2025,0.3769,USD,BHD
2025-07-14,07/14/2025,1.66599,USD,NZD
2025-07-14,07/14/2025,89577.95733,USD,LBP
2025-07-14,07/14/2025,1309.64901,USD,IQD
2025-07-14,07/14/2025,0.18904,SAR,JOD
2025-07-14,07/14/2025,0.26663,SAR,USD
2025-07-14,07/14/2025,0.22842,SAR,EUR
2025-07-14,07/14/2025,39.24571,SAR,JPY
2025-07-14,07/14/2025,0.97935,SAR,AED
2025-07-14,07/14/2025,0.40584,SAR,AUD
2025-07-14,07/14/2025,0.19769,SAR,GBP
