_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency
2025-07-25,07/25/2025,1.41037,JOD,USD
2025-07-25,07/25/2025,5.29077,JOD,SAR
2025-07-25,07/25/2025,1.20048,JOD,EUR
2025-07-25,07/25/2025,207.50446,JOD,JPY
2025-07-25,07/25/2025,5.17957,JOD,AED
2025-07-25,07/25/2025,2.14016,JOD,AUD
2025-07-25,07/25/2025,1.04431,JOD,GBP
2025-07-25,07/25/2025,121.92789,JOD,INR
2025-07-25,07/25/2025,69.18991,JOD,EGP
2025-07-25,07/25/2025,1.92466,JOD,CAD
2025-07-25,07/25/2025,59394.05696,JOD,IRR
2025-07-25,07/25/2025,24.69553,JOD,SZL
2025-07-25,07/25/2025,5.13459,JOD,QAR
2025-07-25,07/25/2025,1.122,JOD,CHF
2025-07-25,07/25/2025,13.45264,JOD,SEK
2025-07-25,07/25/2025,0.54229,JOD,OMR
2025-07-25,07/25/2025,0.4304,JOD,KWD
2025-07-25,07/25/2025,24.85472,JOD,ZAR
2025-07-25,07/25/2025,10.08975,JOD,CNY
2025-07-25,07/25/2025,57.20683,JOD,TRY
2025-07-25,07/25/2025,8.96113,JOD,DKK
2025-07-25,07/25/2025,45.46974,JOD,thb
2025-07-25,07/25/2025,0.53161,JOD,BHD
2025-07-25,07/25/2025,2.33962,JOD,NZD
2025-07-25,07/25/2025,126298.33416,JOD,LBP
2025-07-25,07/25/2025,1847.58032,JOD,IQD
2025-07-25,07/25/2025,0.70904,USD,JOD
2025-07-25,07/25/2025,3.75134,USD,SAR
2025-07-25,07/25/2025,0.85119,USD,EUR
2025-07-25,07/25/2025,147.12803,USD,JPY
2025-07-25,07/25/2025,3.6725,USD,AED
2025-07-25,07/25/2025,1.51745,USD,AUD
2025-07-25,07/25/2025,0.74045,USD,GBP
2025-07-25,07/25/2025,86.4512,USD,INR
2025-07-25,07/25/2025,49.0581,USD,EGP
2025-07-25,07/25/2025,1.36465,USD,CAD
2025-07-25,07/25/2025,42112.49376,USD,IRR
2025-07-25,07/25/2025,17.51001,USD,SZL
2025-07-25,07/25/2025,3.6406,USD,QAR
2025-07-25,07/25/2025,0.79554,USD,CHF
2025-07-25,07/25/2025,9.5384,USD,SEK
2025-07-25,07/25/2025,0.3845,USD,OMR
2025-07-25,07/25/2025,0.30517,USD,KWD
2025-07-25,07/25/2025,17.62288,USD,ZAR
2025-07-25,07/25/2025,7.15399,USD,CNY
2025-07-25,07/25/2025,40.56167,USD,TRY
2025-07-25,07/25/2025,6.35376,USD,DKK
2025-07-25,07/25/2025,32.23966,USD,thb
2025-07-25,07/25/2025,0.37693,USD,BHD
2025-07-25,07/25/2025,1.65887,USD,NZD
2025-07-25,07/25/2025,89550.00014,USD,LBP
2025-07-25,07/25/2025,1310.0,USD,IQD
2025-07-25,07/25/2025,0.18901,SAR,JOD
2025-07-25,07/25/2025,0.26657,SAR,USD
2025-07-25,07/25/2025,0.2269,SAR,EUR
2025-07-25,07/25/2025,39.22011,SAR,JPY
2025-07-25,07/25/2025,0.97898,SAR,AED
2025-07-25,07/25/2025,0.40451,SAR,AUD
2025-07-25,07/25/2025,0.19738,SAR,GBP
2025-07-25,07/25/2025,23.04541,SAR,INR
2025-07-25,07/25/2025,13.07748,SAR,EGP
2025-07-25,07/25/2025,0.36378,SAR,CAD
2025-07-25,07/25/2025,11225.98368,SAR,IRR
2025-07-25,07/25/2025,4.66767,SAR,SZL
2025-07-25,07/25/2025,0.97048,SAR,QAR
2025-07-25,07/25/2025,0.21207,SAR,CHF
2025-07-25,07/25/2025,2.54266,SAR,SEK
2025-07-25,07/25/2025,0.1025,SAR,OMR
2025-07-25,07/25/2025,0.08135,SAR,KWD
2025-07-25,07/25/2025,4.69775,SAR,ZAR
2025-07-25,07/25/2025,1.90705,SAR,CNY
2025-07-25,07/25/2025,10.81258,SAR,TRY
2025-07-25,07/25/2025,1.69373,SAR,DKK
2025-07-25,07/25/2025,8.59417,SAR,thb
2025-07-25,07/25/2025,0.10048,SAR,BHD
2025-07-25,07/25/2025,0.44221,SAR,NZD
2025-07-25,07/25/2025,23871.46307,SAR,LBP
2025-07-25,07/25/2025,349.20845,SAR,IQD
2025-07-25,07/25/2025,0.833,EUR,JOD
2025-07-25,07/25/2025,1.17483,EUR,USD
2025-07-25,07/25/2025,4.4072,EUR,SAR
2025-07-25,07/25/2025,172.85082,EUR,JPY
2025-07-25,07/25/2025,4.31458,EUR,AED
2025-07-25,07/25/2025,1.78275,EUR,AUD
2025-07-25,07/25/2025,0.86991,EUR,GBP
2025-07-25,07/25/2025,101.5657,EUR,INR
2025-07-25,07/25/2025,57.63507,EUR,EGP
2025-07-25,07/25/2025,1.60324,EUR,CAD
2025-07-25,07/25/2025,49475.13615,EUR,IRR
2025-07-25,07/25/2025,20.57133,EUR,SZL
2025-07-25,07/25/2025,4.2771,EUR,QAR
2025-07-25,07/25/2025,0.93462,EUR,CHF
2025-07-25,07/25/2025,11.20602,EUR,SEK
2025-07-25,07/25/2025,0.45172,EUR,OMR
2025-07-25,07/25/2025,0.35852,EUR,KWD
2025-07-25,07/25/2025,20.70393,EUR,ZAR
2025-07-25,07/25/2025,8.40474,EUR,CNY
2025-07-25,07/25/2025,47.65318,EUR,TRY
2025-07-25,07/25/2025,7.46461,EUR,DKK
2025-07-25,07/25/2025,37.87621,EUR,thb
2025-07-25,07/25/2025,0.44283,EUR,BHD
2025-07-25,07/25/2025,1.9489,EUR,NZD
2025-07-25,07/25/2025,105206.27142,EUR,LBP
2025-07-25,07/25/2025,1539.03088,EUR,IQD
2025-07-25,07/25/2025,0.00482,JPY,JOD
2025-07-25,07/25/2025,0.0068,JPY,USD
2025-07-25,07/25/2025,0.0255,JPY,SAR
2025-07-25,07/25/2025,0.00579,JPY,EUR
2025-07-25,07/25/2025,0.02496,JPY,AED
2025-07-25,07/25/2025,0.01031,JPY,AUD
2025-07-25,07/25/2025,0.00503,JPY,GBP
2025-07-25,07/25/2025,0.58759,JPY,INR
2025-07-25,07/25/2025,0.33344,JPY,EGP
2025-07-25,07/25/2025,0.00928,JPY,CAD
2025-07-25,07/25/2025,286.23027,JPY,IRR
2025-07-25,07/25/2025,0.11901,JPY,SZL
2025-07-25,07/25/2025,0.02474,JPY,QAR
2025-07-25,07/25/2025,0.00541,JPY,CHF
2025-07-25,07/25/2025,0.06483,JPY,SEK
2025-07-25,07/25/2025,0.00261,JPY,OMR
2025-07-25,07/25/2025,0.00207,JPY,KWD
2025-07-25,07/25/2025,0.11978,JPY,ZAR
2025-07-25,07/25/2025,0.04862,JPY,CNY
2025-07-25,07/25/2025,0.27569,JPY,TRY
2025-07-25,07/25/2025,0.04319,JPY,DKK
2025-07-25,07/25/2025,0.21913,JPY,thb
